id;direction;distance;len;Кол-во пиков;Сред.зн.пика;Min;Max;Медиана;Смещение низ;Смещение верх;Смещение;Mean;Геом.сред.;Гарм.сред.;Сумма;Размах;Ниж.квартиль;Верх.квартиль;Дисперсия;Асимметрия;Куртозис;Std откл.; Коэф.вариации;Std ошибка;X0;X1;X2
1;0;3978;1077;81;4.67;2.437;4.973;3.714;1.277;1.258;50.36;3.758;3.706;3.653;4047.392;2.535;3.298;4.283;0.381;-0.018;-0.954;0.618;0.164;0.019;1;0;0
1;0;3905;1077;81;5.443;2.86;5.84;4.276;1.415;1.564;47.503;4.352;4.287;4.221;4687.467;2.979;3.791;5.035;0.562;0.064;-1.044;0.75;0.172;0.023;1;0;0
1;0;3852;1077;76;4.069;2.18;4.428;3.218;1.038;1.209;46.196;3.249;3.206;3.161;3499.381;2.248;2.876;3.669;0.279;0.069;-0.799;0.528;0.163;0.016;1;0;0
1;0;3773;1077;80;4.866;2.591;5.275;3.861;1.27;1.414;47.323;3.916;3.861;3.806;4217.491;2.684;3.427;4.45;0.421;0.043;-1.026;0.649;0.166;0.02;1;0;0
1;0;3691;1077;91;4.762;2.6;5.122;3.863;1.262;1.26;50.047;3.875;3.818;3.761;4173.136;2.522;3.36;4.449;0.425;-0.064;-1.1;0.652;0.168;0.02;1;0;0
1;0;3564;1077;78;5.101;2.698;5.577;4.089;1.39;1.488;48.302;4.108;4.05;3.992;4424.03;2.878;3.602;4.684;0.465;0.046;-0.97;0.682;0.166;0.021;1;0;0
1;0;3484;1077;84;5.019;2.711;5.439;3.965;1.254;1.474;45.983;4.03;3.972;3.913;4340.781;2.728;3.509;4.607;0.464;0.04;-1.044;0.682;0.169;0.021;1;0;0
1;4;3493;1077;87;5.449;2.894;6.004;4.281;1.387;1.724;44.587;4.346;4.277;4.208;4680.591;3.11;3.715;5.034;0.59;0.057;-1.116;0.768;0.177;0.023;0;0;1
1;4;3556;1077;86;5.203;2.795;5.577;4.119;1.324;1.458;47.593;4.169;4.104;4.038;4490.053;2.782;3.609;4.819;0.531;-0.006;-1.087;0.729;0.175;0.022;0;0;1
1;4;3622;1077;74;5.895;3.146;6.463;4.648;1.502;1.815;45.294;4.705;4.64;4.574;5067.294;3.317;4.127;5.319;0.606;0.093;-0.904;0.779;0.166;0.024;0;0;1
1;4;3715;1077;82;5.316;2.918;5.84;4.262;1.344;1.578;45.989;4.299;4.243;4.186;4629.683;2.922;3.771;4.866;0.476;0.071;-1.008;0.69;0.161;0.021;0;0;1
1;4;3971;1077;77;5.069;2.777;5.688;3.998;1.221;1.69;41.938;4.065;4.009;3.953;4377.595;2.911;3.545;4.599;0.451;0.155;-0.928;0.672;0.165;0.02;0;0;1
1;4;4036;1077;83;4.665;2.558;4.955;3.712;1.154;1.243;48.146;3.772;3.722;3.671;4062.185;2.397;3.289;4.325;0.373;0.061;-1.089;0.611;0.162;0.019;0;0;1
1;4;4225;1077;86;4.516;2.439;4.982;3.587;1.148;1.395;45.152;3.637;3.586;3.535;3917.147;2.543;3.17;4.166;0.365;0.043;-0.985;0.604;0.166;0.018;0;0;1
1;4;4297;1077;75;5.186;2.765;5.699;4.149;1.384;1.55;47.167;4.16;4.107;4.054;4480.719;2.934;3.598;4.697;0.442;0.121;-1.03;0.665;0.16;0.02;0;0;1
1;4;4385;1077;77;5.114;2.831;5.535;4.075;1.245;1.46;46.028;4.106;4.052;3.998;4422.147;2.704;3.554;4.64;0.441;0.102;-1.027;0.664;0.162;0.02;0;0;1
1;4;4448;1077;75;5.289;2.775;5.686;4.177;1.402;1.509;48.158;4.209;4.149;4.089;4532.894;2.911;3.631;4.766;0.499;0.097;-1.028;0.707;0.168;0.022;0;0;1
1;4;4675;1077;73;5.332;2.99;5.799;4.291;1.301;1.507;46.328;4.3;4.242;4.185;4630.813;2.808;3.655;4.911;0.491;0.101;-1.194;0.701;0.163;0.021;0;0;1
1;4;4734;1077;80;4.759;2.613;5.142;3.817;1.204;1.325;47.596;3.847;3.798;3.75;4143.4;2.529;3.33;4.387;0.373;0.108;-1.104;0.611;0.159;0.019;0;0;1
1;4;5056;1077;87;5.578;2.989;6.044;4.559;1.57;1.485;51.384;4.546;4.486;4.425;4896.432;3.055;3.936;5.166;0.533;-0.049;-1.041;0.73;0.161;0.022;0;0;1
1;4;5116;1077;82;5.493;3.026;5.989;4.448;1.421;1.542;47.972;4.468;4.407;4.344;4812.208;2.963;3.855;5.088;0.536;-0.026;-1.059;0.732;0.164;0.022;0;0;1
1;4;5188;1077;80;5.747;3.113;6.705;4.592;1.479;2.113;41.176;4.58;4.511;4.44;4933.059;3.592;3.876;5.195;0.628;0.032;-1.087;0.793;0.173;0.024;0;0;1
1;4;5250;1077;77;6.048;3.222;6.491;4.766;1.544;1.725;47.231;4.797;4.723;4.649;5166.591;3.269;4.093;5.496;0.705;0.12;-1.113;0.839;0.175;0.026;0;0;1
1;4;5321;1077;72;5.958;3.115;6.379;4.744;1.629;1.635;49.9;4.753;4.68;4.607;5118.943;3.264;4.061;5.438;0.68;0.042;-1.089;0.825;0.174;0.025;0;0;1
1;4;5377;1077;75;4.799;2.61;5.27;3.832;1.223;1.438;45.954;3.846;3.788;3.729;4141.795;2.66;3.289;4.399;0.438;0.015;-1.145;0.662;0.172;0.02;0;0;1
1;4;5438;1077;67;5.434;2.864;5.882;4.276;1.413;1.605;46.816;4.327;4.264;4.201;4660.269;3.018;3.719;4.954;0.541;0.1;-1.078;0.735;0.17;0.022;0;0;1
1;4;5510;1077;80;4.969;2.685;5.376;3.966;1.281;1.41;47.593;3.997;3.938;3.878;4305.138;2.691;3.389;4.595;0.466;0.038;-1.17;0.683;0.171;0.021;0;0;1
1;4;5572;1077;82;5.91;3.172;6.483;4.792;1.62;1.691;48.916;4.764;4.698;4.63;5131.303;3.311;4.204;5.406;0.618;-0.02;-0.986;0.786;0.165;0.024;0;0;1
1;4;5638;1077;72;6.103;3.359;6.723;4.918;1.559;1.805;46.335;4.913;4.843;4.772;5291.218;3.364;4.258;5.604;0.681;0.046;-1.036;0.825;0.168;0.025;0;0;1
1;2;5593;1077;78;5.897;3.238;6.37;4.751;1.512;1.619;48.303;4.789;4.724;4.658;5157.299;3.131;4.183;5.429;0.608;0.014;-1.051;0.78;0.163;0.024;0;1;0
1;2;5483;1077;73;5.778;3.16;6.133;4.661;1.501;1.472;50.485;4.667;4.605;4.542;5025.937;2.973;4.067;5.283;0.565;0.009;-1.0;0.752;0.161;0.023;0;1;0
1;2;5414;1077;78;5.963;3.332;6.427;4.822;1.491;1.604;48.162;4.81;4.743;4.676;5180.54;3.095;4.124;5.445;0.633;0.05;-1.092;0.796;0.165;0.024;0;1;0
1;2;5364;1077;76;5.349;2.868;6.058;4.249;1.381;1.809;43.297;4.313;4.257;4.202;4644.638;3.19;3.781;4.819;0.474;0.158;-0.787;0.688;0.16;0.021;0;1;0
1;2;5289;1077;68;5.407;2.862;5.835;4.298;1.436;1.538;48.29;4.34;4.28;4.219;4673.973;2.973;3.765;4.938;0.515;0.068;-1.015;0.718;0.165;0.022;0;1;0
1;2;5194;1077;80;5.214;2.804;5.768;4.122;1.319;1.646;44.482;4.155;4.093;4.031;4475.355;2.964;3.525;4.767;0.516;0.12;-1.131;0.718;0.173;0.022;0;1;0
1;2;5142;1077;77;6.236;3.453;6.795;5.014;1.561;1.781;46.72;4.992;4.918;4.844;5376.075;3.342;4.228;5.676;0.725;0.046;-1.129;0.852;0.171;0.026;0;1;0
1;2;5067;1077;81;5.947;3.06;6.54;4.685;1.625;1.855;46.688;4.729;4.657;4.585;5092.641;3.48;4.047;5.416;0.674;0.11;-1.057;0.821;0.174;0.025;0;1;0
1;2;5008;1077;82;6.116;3.236;6.542;4.861;1.625;1.681;49.161;4.869;4.793;4.716;5243.85;3.306;4.112;5.578;0.734;0.074;-1.142;0.857;0.176;0.026;0;1;0
1;2;4873;1077;77;5.886;3.178;6.38;4.713;1.535;1.667;47.936;4.729;4.66;4.59;5093.239;3.203;4.055;5.39;0.638;-0.009;-1.047;0.799;0.169;0.024;0;1;0
1;2;4759;1077;80;5.567;3.071;6.026;4.431;1.36;1.595;46.023;4.466;4.4;4.334;4810.075;2.955;3.8;5.12;0.582;0.043;-1.166;0.763;0.171;0.023;0;1;0
1;2;4678;1077;83;5.06;2.785;5.536;4.107;1.323;1.429;48.071;4.117;4.067;4.017;4434.501;2.752;3.584;4.636;0.411;0.092;-1.011;0.641;0.156;0.02;0;1;0
1;2;4555;1077;78;5.277;2.89;5.703;4.194;1.304;1.509;46.348;4.252;4.198;4.145;4579.508;2.813;3.666;4.788;0.457;0.163;-0.978;0.676;0.159;0.021;0;1;0
1;2;4502;1077;80;4.932;2.623;5.343;3.974;1.351;1.369;49.674;3.987;3.936;3.884;4294.329;2.719;3.443;4.5;0.41;0.12;-0.966;0.64;0.161;0.02;0;1;0
1;2;4443;1077;83;4.897;2.672;5.326;3.986;1.315;1.34;49.526;3.973;3.923;3.872;4278.68;2.654;3.424;4.486;0.393;0.036;-1.076;0.627;0.158;0.019;0;1;0
1;2;4375;1077;80;4.97;2.691;5.421;4.052;1.361;1.369;49.852;4.015;3.962;3.909;4324.46;2.73;3.435;4.543;0.421;0.04;-1.118;0.649;0.162;0.02;0;1;0
1;2;4320;1077;80;4.882;2.675;5.411;3.958;1.283;1.453;46.891;3.946;3.891;3.837;4249.34;2.736;3.361;4.473;0.424;0.077;-1.125;0.651;0.165;0.02;0;1;0
1;2;4239;1077;76;5.349;2.819;5.849;4.075;1.256;1.774;41.445;4.185;4.121;4.058;4507.135;3.03;3.631;4.766;0.534;0.195;-0.929;0.731;0.175;0.022;0;1;0
1;2;4159;1077;84;4.703;2.513;5.935;3.741;1.227;2.195;35.866;3.792;3.738;3.683;4083.834;3.422;3.3;4.355;0.404;0.03;-0.978;0.636;0.168;0.019;0;1;0
1;2;4055;1077;91;5.236;2.766;6.714;4.068;1.302;2.646;32.976;4.195;4.136;4.077;4517.548;3.948;3.684;4.811;0.488;0.105;-0.866;0.699;0.167;0.021;0;1;0
1;2;3983;1077;83;5.317;3.095;5.737;4.231;1.135;1.506;42.976;4.32;4.267;4.215;4652.256;2.642;3.796;4.896;0.454;0.155;-1.071;0.674;0.156;0.021;0;1;0
1;2;3914;1077;90;5.774;3.024;7.675;4.365;1.341;3.31;28.838;4.504;4.433;4.362;4851.253;4.651;3.871;5.254;0.659;0.384;-0.571;0.812;0.18;0.025;0;1;0
1;2;3641;1077;70;5.475;3.013;5.959;4.292;1.279;1.667;43.422;4.373;4.311;4.249;4710.186;2.946;3.816;5.002;0.539;0.122;-1.011;0.734;0.168;0.022;0;1;0
1;2;3574;1077;83;4.331;2.291;4.695;3.503;1.212;1.192;50.421;3.526;3.481;3.435;3797.384;2.404;3.1;3.992;0.311;-0.025;-0.92;0.557;0.158;0.017;0;1;0
1;2;3505;1077;80;5.017;2.687;5.672;3.923;1.236;1.749;41.402;3.983;3.925;3.866;4289.618;2.985;3.499;4.534;0.46;0.112;-0.913;0.679;0.17;0.021;0;1;0
1;0;3497;1077;91;4.711;2.486;5.088;3.703;1.217;1.384;46.795;3.779;3.719;3.659;4069.673;2.602;3.216;4.409;0.445;0.045;-1.239;0.667;0.176;0.02;1;0;0
1;0;3510;1077;109;4.974;2.6;5.571;3.894;1.294;1.677;43.555;3.982;3.922;3.862;4288.655;2.971;3.432;4.589;0.477;0.121;-1.09;0.691;0.173;0.021;1;0;0
1;0;3543;1077;93;5.779;2.976;7.354;4.383;1.407;2.97;32.144;4.446;4.37;4.297;4788.406;4.377;3.702;5.152;0.684;0.346;-0.801;0.827;0.186;0.025;1;0;0
1;0;3583;1077;82;5.359;2.928;5.947;4.385;1.457;1.562;48.266;4.352;4.291;4.229;4687.465;3.019;3.799;4.938;0.519;-0.045;-1.011;0.721;0.166;0.022;1;0;0
1;0;3613;1077;78;4.893;2.632;5.248;4.006;1.374;1.242;52.525;3.968;3.912;3.856;4273.463;2.617;3.468;4.477;0.427;-0.079;-0.961;0.654;0.165;0.02;1;0;0
1;0;3654;1077;79;5.526;3.056;6.059;4.508;1.453;1.551;48.363;4.48;4.42;4.359;4825.369;3.003;3.928;5.06;0.529;0.006;-0.991;0.728;0.162;0.022;1;0;0
1;0;3670;1077;75;4.728;2.724;5.276;3.859;1.135;1.417;44.468;3.87;3.825;3.78;4167.867;2.552;3.45;4.297;0.342;0.066;-0.752;0.585;0.151;0.018;1;0;0
1;0;3687;1077;91;5.458;2.9;6.064;4.426;1.526;1.638;48.216;4.402;4.338;4.272;4741.231;3.164;3.765;4.981;0.555;-0.015;-0.972;0.745;0.169;0.023;1;0;0
1;0;3707;1077;85;5.415;2.824;5.856;4.333;1.508;1.524;49.743;4.328;4.262;4.193;4661.38;3.032;3.691;4.896;0.56;-0.045;-0.97;0.748;0.173;0.023;1;0;0
1;0;3719;1077;114;10.927;3.015;18.433;5.575;2.559;12.858;16.6;6.23;5.787;5.427;6710.117;15.417;4.57;7.003;6.725;1.321;1.286;2.593;0.416;0.079;1;0;0
1;0;3760;1077;84;24.651;2.694;47.236;5.16;2.466;42.076;5.536;9.151;6.98;5.799;9855.46;44.542;4.256;11.084;63.196;1.841;2.994;7.95;0.869;0.242;1;0;0
1;0;3793;1077;97;45.545;2.465;84.707;5.633;3.167;79.075;3.851;14.345;8.617;6.127;15450.093;82.242;3.915;17.671;275.497;1.868;2.755;16.598;1.157;0.506;1;0;0
1;0;3830;1077;82;100.774;2.171;165.364;5.995;3.824;159.369;2.343;30.892;10.773;4.74;33270.566;163.193;2.556;47.637;1627.15;1.491;1.326;40.338;1.306;1.229;1;0;0
1;0;3846;1077;90;96.731;2.203;177.539;2.976;0.773;174.563;0.441;28.241;9.731;4.495;30415.469;175.336;2.632;50.874;1301.571;1.26;0.597;36.077;1.277;1.099;1;0;0
1;0;3981;1077;103;65.328;2.737;119.317;3.72;0.983;115.597;0.843;19.763;8.845;5.22;21284.33;116.58;3.25;33.465;605.052;1.294;0.466;24.598;1.245;0.75;1;0;0
1;0;4009;1077;73;77.89;2.637;160.056;9.778;7.141;150.278;4.536;25.132;10.934;5.969;27067.077;157.419;3.181;28.79;1172.332;1.895;2.739;34.239;1.362;1.043;1;0;0
1;0;4057;1077;91;81.075;2.539;150.423;11.184;8.645;139.239;5.846;25.779;11.447;5.901;27764.284;147.884;2.988;38.742;1028.72;1.689;2.328;32.074;1.244;0.977;1;0;0
1;0;4113;1077;82;106.218;2.307;184.503;16.381;14.074;168.122;7.725;31.964;12.321;5.466;34425.186;182.196;2.745;47.763;1597.527;1.515;1.579;39.969;1.25;1.218;1;0;0
1;0;4155;1077;83;108.045;2.365;165.593;15.566;13.2;150.027;8.087;31.363;12.539;5.632;33777.929;163.228;2.815;47.512;1423.312;1.332;0.827;37.727;1.203;1.15;1;0;0
1;0;4234;1077;66;119.397;2.353;197.848;5.079;2.727;192.769;1.395;29.471;10.603;5.227;31740.072;195.495;2.909;45.311;1643.836;1.644;2.027;40.544;1.376;1.235;1;0;0
1;0;4278;1077;70;116.755;2.428;170.609;5.534;3.106;165.075;1.847;30.561;10.904;5.149;32914.574;168.181;2.792;43.556;1644.837;1.433;0.964;40.557;1.327;1.236;1;0;0
1;0;4310;1077;66;109.556;2.448;176.943;5.605;3.157;171.338;1.809;28.665;10.394;5.085;30871.868;174.495;2.778;43.212;1531.065;1.605;1.702;39.129;1.365;1.192;1;0;0
1;0;4348;1077;68;107.296;2.266;213.317;4.708;2.442;208.609;1.157;27.198;9.366;4.848;29292.126;211.051;2.737;30.659;1882.617;2.157;3.808;43.389;1.595;1.322;1;0;0
1;0;4377;1077;67;116.681;2.199;194.821;4.548;2.349;190.273;1.22;29.417;9.786;4.625;31681.931;192.622;2.575;44.448;1816.327;1.785;2.35;42.618;1.449;1.299;1;0;0
1;0;4413;1077;66;104.341;2.266;223.266;3.487;1.221;219.779;0.553;23.121;8.074;4.62;24901.444;221.0;2.793;19.496;1682.31;2.557;5.879;41.016;1.774;1.25;1;0;0
1;0;4478;1077;66;113.625;2.229;200.452;3.251;1.022;197.201;0.516;26.753;8.384;4.439;28813.181;198.223;2.655;27.589;2127.43;2.257;4.069;46.124;1.724;1.405;1;0;0
1;0;4510;1077;68;80.376;2.265;141.018;3.089;0.824;137.929;0.594;16.898;6.8;4.208;18198.701;138.753;2.729;16.558;657.539;1.918;2.807;25.643;1.518;0.781;1;0;0
1;0;4609;1077;54;105.75;2.409;148.614;3.18;0.771;145.434;0.527;22.356;7.223;4.189;24077.019;146.205;2.844;22.859;1291.954;1.733;1.656;35.944;1.608;1.095;1;0;0
1;0;4661;1077;69;117.824;1.899;192.635;2.647;0.748;189.988;0.392;27.446;6.788;3.442;29559.047;190.736;2.339;36.888;2031.226;1.658;1.457;45.069;1.642;1.373;1;0;0
1;0;4713;1077;74;124.552;1.846;183.644;2.531;0.685;181.113;0.377;29.716;6.789;3.307;32004.097;181.798;2.245;40.254;2402.367;1.631;1.32;49.014;1.649;1.494;1;0;0
1;0;3982;1077;108;75.898;1.964;134.296;23.746;21.782;110.55;16.46;29.885;16.623;7.905;32185.688;132.332;5.039;45.445;739.001;1.007;0.426;27.185;0.91;0.828;1;0;0
1;0;3961;1077;106;76.223;1.721;137.796;23.382;21.661;114.414;15.919;29.728;16.983;8.478;32016.833;136.075;5.906;46.175;766.262;1.232;1.272;27.681;0.931;0.843;1;0;0
1;0;3900;1077;102;75.329;1.876;149.134;22.251;20.375;126.883;13.836;30.211;18.106;9.494;32536.986;147.258;8.049;45.99;781.27;1.392;1.905;27.951;0.925;0.852;1;0;0
1;0;3869;1077;133;46.178;2.235;79.946;24.645;22.41;55.301;28.838;26.034;22.11;17.191;28038.288;77.711;16.531;33.998;178.58;0.656;0.594;13.363;0.513;0.407;1;0;0
1;0;3846;1077;132;52.051;3.2;88.403;24.952;21.752;63.451;25.53;27.228;22.783;18.387;29324.817;85.203;14.888;36.837;235.943;0.727;0.054;15.36;0.564;0.468;1;0;0
1;0;3796;1077;112;44.237;1.846;83.738;19.588;17.741;64.15;21.664;21.708;16.551;11.375;23379.64;81.891;10.575;29.822;206.28;0.828;0.373;14.362;0.662;0.438;1;0;0
1;0;3731;1077;91;45.992;1.619;83.733;13.37;11.751;70.363;14.311;17.873;9.919;5.125;19249.306;82.114;2.516;26.18;294.547;1.176;0.823;17.162;0.96;0.523;1;0;0
1;0;3681;1077;98;30.23;1.987;59.591;7.551;5.564;52.04;9.659;11.351;7.0;4.551;12224.64;57.604;2.531;17.564;115.114;1.191;0.861;10.729;0.945;0.327;1;0;0
1;0;3636;1077;82;6.786;3.109;10.507;4.632;1.523;5.875;20.589;4.769;4.652;4.545;5136.064;7.398;3.946;5.363;1.228;1.188;2.775;1.108;0.232;0.034;1;0;0
1;0;3610;1077;77;4.843;2.66;5.3;3.888;1.227;1.412;46.507;3.906;3.854;3.801;4207.158;2.639;3.367;4.439;0.411;0.137;-1.038;0.641;0.164;0.02;1;0;0
1;0;3504;1077;85;5.015;2.691;5.52;4.104;1.413;1.416;49.939;4.094;4.038;3.98;4409.366;2.829;3.596;4.64;0.45;-0.086;-1.029;0.671;0.164;0.02;1;0;0
1;0;3484;1077;74;5.07;2.799;5.525;4.108;1.309;1.417;48.013;4.093;4.036;3.979;4408.188;2.726;3.525;4.619;0.452;-0.031;-1.057;0.673;0.164;0.02;1;0;0
1;4;3499;1077;84;4.603;2.507;5.107;3.713;1.206;1.394;46.382;3.706;3.648;3.589;3991.867;2.6;3.142;4.271;0.423;-0.021;-1.241;0.65;0.175;0.02;0;0;1
1;4;3577;1077;77;5.871;3.231;6.33;4.746;1.515;1.585;48.865;4.743;4.676;4.608;5108.536;3.099;4.094;5.389;0.624;0.009;-1.054;0.79;0.166;0.024;0;0;1
1;4;3674;1077;81;5.382;2.994;5.898;4.359;1.365;1.539;47.008;4.368;4.309;4.248;4704.784;2.904;3.778;4.937;0.515;0.052;-1.033;0.718;0.164;0.022;0;0;1
1;4;3738;1077;90;4.943;2.752;5.384;4.02;1.269;1.364;48.195;4.033;3.976;3.917;4343.695;2.633;3.444;4.613;0.452;-0.052;-1.183;0.673;0.167;0.02;0;0;1
1;4;3812;1077;75;6.098;3.446;6.605;4.914;1.467;1.691;46.455;4.942;4.878;4.814;5322.538;3.159;4.301;5.599;0.623;0.072;-1.1;0.789;0.16;0.024;0;0;1
1;4;3891;1077;80;5.491;3.06;6.071;4.452;1.392;1.619;46.229;4.461;4.401;4.34;4804.461;3.011;3.901;5.051;0.525;-0.005;-1.016;0.724;0.162;0.022;0;0;1
1;4;4441;1077;73;6.352;3.429;6.961;5.145;1.716;1.816;48.575;5.117;5.041;4.964;5511.51;3.532;4.379;5.818;0.763;0.006;-1.043;0.874;0.171;0.027;0;0;1
1;4;4495;1077;87;6.167;3.313;6.685;5.055;1.741;1.631;51.645;4.989;4.915;4.839;5373.263;3.372;4.327;5.661;0.709;-0.134;-1.034;0.842;0.169;0.026;0;0;1
1;4;4571;1077;79;7.103;3.83;7.737;5.676;1.846;2.061;47.248;5.688;5.603;5.517;6125.636;3.907;4.915;6.489;0.946;0.005;-1.088;0.973;0.171;0.03;0;0;1
1;4;4649;1077;74;6.444;3.456;6.967;5.13;1.674;1.836;47.688;5.145;5.064;4.982;5541.338;3.51;4.41;5.897;0.821;0.042;-1.114;0.906;0.176;0.028;0;0;1
1;4;4803;1077;89;4.68;2.569;5.005;3.798;1.229;1.207;50.449;3.79;3.732;3.673;4082.183;2.436;3.205;4.386;0.428;-0.063;-1.264;0.654;0.173;0.02;0;0;1
1;4;4873;1077;83;5.81;3.158;6.224;4.798;1.64;1.425;53.504;4.736;4.667;4.596;5100.271;3.066;4.106;5.347;0.627;-0.142;-1.011;0.792;0.167;0.024;0;0;1
1;4;4966;1077;72;6.445;3.376;6.996;5.238;1.862;1.758;51.44;5.185;5.112;5.038;5583.716;3.621;4.53;5.834;0.731;-0.043;-0.888;0.855;0.165;0.026;0;0;1
1;4;5158;1077;83;6.229;3.427;6.707;4.942;1.515;1.765;46.188;4.939;4.861;4.785;5318.901;3.28;4.155;5.683;0.756;0.103;-1.208;0.87;0.176;0.027;0;0;1
1;4;5242;1077;80;6.425;3.437;7.127;5.086;1.649;2.041;44.696;5.113;5.031;4.948;5506.702;3.69;4.35;5.873;0.828;0.061;-1.118;0.91;0.178;0.028;0;0;1
1;4;5604;1077;86;5.887;3.304;6.37;4.79;1.487;1.58;48.487;4.749;4.682;4.615;5114.167;3.066;4.025;5.346;0.616;-0.001;-1.043;0.785;0.165;0.024;0;0;1
1;4;5691;1077;77;5.445;3.086;5.877;4.383;1.297;1.494;46.48;4.401;4.341;4.28;4739.433;2.791;3.826;4.986;0.517;-0.006;-1.047;0.719;0.163;0.022;0;0;1
1;4;5808;1077;85;6.508;3.559;7.062;5.218;1.659;1.844;47.358;5.232;5.158;5.083;5634.849;3.503;4.53;5.941;0.765;0.059;-1.033;0.875;0.167;0.027;0;0;1
1;4;5868;1077;83;6.527;3.612;7.075;5.232;1.62;1.843;46.776;5.244;5.17;5.096;5647.876;3.463;4.547;5.947;0.762;0.067;-1.036;0.873;0.166;0.027;0;0;1
1;2;5954;1077;88;6.43;3.408;7.287;5.061;1.653;2.226;42.617;5.069;4.988;4.908;5458.88;3.879;4.332;5.831;0.804;0.101;-1.035;0.897;0.177;0.027;0;1;0
1;2;5883;1077;82;6.138;3.299;6.602;4.851;1.552;1.752;46.976;4.856;4.779;4.703;5229.751;3.303;4.157;5.595;0.733;0.068;-1.114;0.856;0.176;0.026;0;1;0
1;2;5792;1077;81;6.484;3.382;7.168;5.093;1.711;2.075;45.191;5.109;5.027;4.944;5502.198;3.785;4.378;5.844;0.824;0.064;-1.011;0.908;0.178;0.028;0;1;0
1;2;5727;1077;77;5.996;3.275;6.479;4.8;1.526;1.679;47.612;4.79;4.72;4.651;5158.358;3.204;4.1;5.442;0.656;0.071;-1.082;0.81;0.169;0.025;0;1;0
1;2;5572;1077;91;5.331;3.007;5.945;4.291;1.284;1.655;43.686;4.316;4.259;4.201;4648.036;2.938;3.728;4.871;0.488;0.077;-1.051;0.699;0.162;0.021;0;1;0
1;2;5500;1077;93;5.268;2.92;5.644;4.209;1.289;1.436;47.298;4.266;4.208;4.148;4594.756;2.724;3.753;4.877;0.492;0.006;-1.058;0.701;0.164;0.021;0;1;0
1;2;5412;1077;85;5.115;2.819;5.564;4.162;1.342;1.402;48.913;4.113;4.052;3.99;4429.507;2.745;3.512;4.705;0.493;0.009;-1.169;0.702;0.171;0.021;0;1;0
1;2;5297;1077;75;5.624;3.095;6.187;4.521;1.426;1.666;46.112;4.503;4.441;4.378;4850.145;3.092;3.871;5.117;0.554;0.043;-1.096;0.744;0.165;0.023;0;1;0
1;2;5237;1077;90;5.337;2.968;5.839;4.404;1.436;1.435;50.021;4.321;4.258;4.194;4653.537;2.871;3.696;4.942;0.53;-0.052;-1.159;0.728;0.168;0.022;0;1;0
1;2;5133;1077;84;5.246;2.899;5.709;4.271;1.373;1.437;48.852;4.242;4.181;4.12;4568.623;2.81;3.608;4.841;0.504;0.005;-1.192;0.71;0.167;0.022;0;1;0
1;2;5057;1077;77;5.413;2.899;5.905;4.398;1.499;1.508;49.854;4.359;4.295;4.229;4694.749;3.006;3.816;4.937;0.541;-0.093;-0.848;0.735;0.169;0.022;0;1;0
1;2;4982;1077;73;6.065;3.309;6.653;4.95;1.641;1.702;49.082;4.898;4.828;4.755;5275.402;3.344;4.302;5.527;0.669;-0.086;-0.904;0.818;0.167;0.025;0;1;0
1;2;4886;1077;86;5.94;3.188;6.595;4.792;1.604;1.803;47.081;4.784;4.706;4.627;5152.026;3.407;4.105;5.499;0.721;-0.056;-1.066;0.849;0.178;0.026;0;1;0
1;2;4813;1077;76;6.118;3.339;6.589;4.863;1.524;1.726;46.89;4.888;4.817;4.746;5264.427;3.25;4.192;5.609;0.682;0.071;-1.09;0.826;0.169;0.025;0;1;0
1;2;4699;1077;76;6.151;3.303;6.677;4.942;1.639;1.734;48.591;4.964;4.894;4.822;5346.672;3.373;4.302;5.617;0.687;0.022;-0.973;0.829;0.167;0.025;0;1;0
1;2;4490;1077;82;5.649;2.977;6.237;4.535;1.558;1.702;47.785;4.549;4.482;4.414;4899.362;3.26;3.938;5.176;0.597;0.003;-0.977;0.772;0.17;0.024;0;1;0
1;2;4438;1077;76;6.264;3.407;7.002;4.945;1.538;2.057;42.784;5.025;4.955;4.885;5412.001;3.595;4.338;5.753;0.7;0.118;-1.094;0.837;0.167;0.025;0;1;0
1;2;4368;1077;82;5.963;3.171;6.605;4.853;1.682;1.752;48.993;4.832;4.764;4.695;5204.322;3.434;4.156;5.466;0.644;-0.023;-1.049;0.803;0.166;0.024;0;1;0
1;2;4262;1077;73;5.968;3.09;6.508;4.778;1.688;1.731;49.374;4.777;4.704;4.629;5145.286;3.418;4.092;5.439;0.69;0.026;-1.042;0.831;0.174;0.025;0;1;0
1;2;4206;1077;77;5.924;3.159;6.487;4.746;1.587;1.742;47.673;4.761;4.689;4.616;5128.046;3.329;4.051;5.442;0.675;-0.002;-1.115;0.822;0.173;0.025;0;1;0
1;2;4124;1077;79;6.107;3.399;6.658;4.875;1.476;1.783;45.294;4.918;4.848;4.778;5296.423;3.259;4.233;5.625;0.674;0.055;-1.107;0.821;0.167;0.025;0;1;0
1;2;4042;1077;76;5.878;3.19;6.331;4.726;1.536;1.605;48.905;4.718;4.646;4.574;5081.668;3.141;4.013;5.406;0.666;0.005;-1.166;0.816;0.173;0.025;0;1;0
1;2;3983;1077;93;5.422;2.998;6.07;4.446;1.448;1.623;47.153;4.446;4.386;4.325;4788.806;3.072;3.814;5.053;0.526;-0.011;-1.178;0.726;0.163;0.022;0;1;0
