id;direction;distance;len;Кол-во пиков;Сред.зн.пика;Min;Max;Медиана;Смещение низ;Смещение верх;Смещение;Mean;Геом.сред.;Гарм.сред.;Мода;Частота;Сумма;Размах;Ниж.квартиль;Верх.квартиль;Дисперсия;Асимметрия;Куртозис;Std откл.; Коэф.вариации;Std ошибка;Тест Граббса;p_value
0;4;5622;814;154;404.422;3.378;6.389;4.67;1.292;1.72;0.427;4.722;4.661;4.599;4.157;2;3843.932;3.012;4.094;5.414;0.577;0.071;-1.167;0.76;0.161;0.027;0.0;1.0
0;4;5616;814;161;417.776;3.821;6.806;5.328;1.507;1.478;-0.028;5.329;5.273;5.217;4.392;2;4337.875;2.985;4.669;5.978;0.585;-0.016;-1.17;0.765;0.144;0.027;0.0;1.0
0;0;5614;814;169;396.314;2.69;92.51;4.453;1.763;88.057;86.293;13.007;6.806;5.056;2.69;1;10588.029;89.82;3.815;7.499;364.292;2.141;3.422;19.086;1.467;0.669;0.0;1.0
0;2;5614;814;163;412.92;2.937;5.543;4.192;1.256;1.351;0.095;4.229;4.178;4.127;2.937;1;3442.037;2.607;3.73;4.813;0.418;-0.018;-1.072;0.646;0.153;0.023;0.0;1.0
0;0;5613;814;151;411.662;3.443;6.388;4.892;1.449;1.496;0.047;4.908;4.848;4.789;5.115;2;3994.758;2.945;4.298;5.587;0.571;0.008;-1.14;0.756;0.154;0.026;0.0;1.0
1;0;5613;814;173;400.879;3.218;5.866;4.494;1.275;1.372;0.097;4.471;4.422;4.372;4.083;2;3639.642;2.648;3.885;5.028;0.438;0.036;-1.189;0.662;0.148;0.023;0.0;1.0
1;2;5612;814;160;401.988;3.227;5.977;4.46;1.232;1.518;0.286;4.509;4.457;4.406;4.3;2;3669.928;2.75;3.988;5.087;0.454;0.02;-1.034;0.674;0.149;0.024;0.0;1.0
0;4;5611;814;156;402.321;3.313;6.125;4.612;1.299;1.513;0.214;4.631;4.574;4.516;3.858;2;3769.594;2.813;4.014;5.217;0.527;0.095;-1.133;0.726;0.157;0.025;0.0;1.0
0;2;5607;814;166;415.09;3.529;6.472;4.822;1.292;1.65;0.358;4.833;4.781;4.729;4.662;2;3933.809;2.942;4.203;5.456;0.497;0.048;-1.141;0.705;0.146;0.025;0.0;1.0
0;0;5607;814;146;394.952;3.336;39.795;4.553;1.217;35.243;34.025;6.884;5.472;4.891;4.043;2;5603.451;36.46;3.958;5.155;43.819;2.761;6.968;6.62;0.962;0.232;0.0;1.0
0;4;5607;814;163;401.779;3.632;6.654;5.126;1.494;1.528;0.033;5.105;5.042;4.979;4.063;2;4155.455;3.022;4.418;5.769;0.633;0.03;-1.156;0.796;0.156;0.028;0.0;1.0
0;0;5606;814;158;404.766;3.401;6.361;4.727;1.326;1.634;0.309;4.755;4.696;4.637;3.654;2;3870.841;2.96;4.175;5.432;0.558;0.079;-1.109;0.747;0.157;0.026;0.0;1.0
0;0;5599;814;171;392.281;3.544;6.271;4.929;1.385;1.342;-0.043;4.923;4.875;4.826;5.619;2;4007.506;2.728;4.327;5.554;0.47;-0.017;-1.179;0.685;0.139;0.024;0.0;1.0
1;0;5599;814;176;405.585;3.011;5.582;4.198;1.187;1.384;0.197;4.272;4.224;4.176;3.47;2;3477.15;2.571;3.746;4.834;0.409;0.134;-1.127;0.64;0.15;0.022;0.0;1.0
0;0;5598;814;141;388.489;3.086;41.016;4.285;1.199;36.731;35.532;6.631;5.436;4.835;4.303;2;5397.717;37.93;3.729;7.012;31.757;2.969;10.13;5.635;0.85;0.198;0.0;1.0
0;2;5593;814;151;426.411;2.915;7.821;4.361;1.445;3.46;2.015;4.372;4.286;4.207;2.915;1;3558.782;4.906;3.68;4.749;0.824;1.113;1.646;0.908;0.208;0.032;0.0;1.0
0;2;5592;814;169;404.047;3.743;6.65;5.078;1.336;1.572;0.236;5.054;4.998;4.942;3.743;1;4113.904;2.907;4.403;5.632;0.56;0.062;-1.089;0.748;0.148;0.026;0.0;1.0
1;0;5592;814;168;417.393;3.541;6.391;4.928;1.387;1.463;0.076;4.931;4.874;4.816;3.755;2;4014.029;2.849;4.299;5.575;0.557;0.026;-1.144;0.746;0.151;0.026;0.0;1.0
1;0;5592;814;184;392.679;3.347;5.911;4.583;1.236;1.329;0.093;4.566;4.519;4.472;4.779;2;3716.939;2.564;4.0;5.161;0.425;0.023;-1.178;0.652;0.143;0.023;0.0;1.0
0;2;5590;814;168;419.44;3.584;6.889;5.175;1.592;1.713;0.122;5.197;5.125;5.054;4.98;2;4230.168;3.305;4.44;5.927;0.734;0.079;-1.169;0.857;0.165;0.03;0.0;1.0
0;0;5587;814;176;406.352;3.526;6.292;4.78;1.254;1.512;0.258;4.802;4.749;4.696;4.212;2;3908.909;2.766;4.184;5.451;0.508;0.07;-1.227;0.712;0.148;0.025;0.0;1.0
0;0;5583;814;171;403.842;3.803;6.726;5.185;1.382;1.541;0.159;5.197;5.144;5.091;3.803;1;4230.71;2.922;4.565;5.834;0.549;0.041;-1.156;0.741;0.143;0.026;0.0;1.0
0;0;5583;814;163;397.35;3.149;6.019;4.595;1.445;1.425;-0.02;4.527;4.476;4.424;3.392;2;3685.028;2.87;3.945;5.068;0.449;-0.119;-1.073;0.67;0.148;0.023;0.0;1.0
0;0;5582;814;150;383.107;3.903;7.381;5.571;1.667;1.81;0.143;5.582;5.509;5.435;4.381;2;4543.577;3.478;4.844;6.346;0.803;0.015;-1.144;0.896;0.161;0.031;0.0;1.0
1;0;5582;814;166;419.307;2.943;5.437;4.165;1.222;1.272;0.05;4.154;4.1;4.047;3.155;2;3381.317;2.495;3.556;4.755;0.439;0.05;-1.174;0.663;0.16;0.023;0.0;1.0
0;0;5579;814;158;411.348;3.689;6.72;5.168;1.479;1.552;0.073;5.141;5.081;5.02;4.238;2;4185.176;3.031;4.454;5.784;0.617;0.048;-1.133;0.786;0.153;0.028;0.0;1.0
0;2;5577;814;165;394.661;3.472;6.178;4.844;1.372;1.334;-0.038;4.855;4.8;4.743;4.582;2;3952.246;2.706;4.295;5.505;0.528;-0.064;-1.171;0.726;0.15;0.025;0.0;1.0
0;0;5575;814;175;404.589;3.328;6.345;4.661;1.333;1.684;0.351;4.745;4.687;4.63;4.151;2;3862.194;3.018;4.099;5.399;0.545;0.156;-1.205;0.738;0.156;0.026;0.0;1.0
0;4;5574;814;169;398.604;3.16;5.773;4.488;1.328;1.286;-0.042;4.507;4.459;4.411;4.229;2;3668.543;2.614;3.942;5.064;0.428;0.063;-1.117;0.654;0.145;0.023;0.0;1.0
0;2;5572;814;159;411.384;2.059;121.666;3.722;1.663;117.944;116.282;18.18;7.771;4.869;2.188;2;14798.748;119.607;3.361;19.509;719.32;1.9;2.604;26.82;1.475;0.94;0.0;1.0
0;4;5570;814;170;420.059;3.171;6.023;4.607;1.435;1.416;-0.019;4.614;4.555;4.495;4.761;2;3755.801;2.851;4.032;5.246;0.532;-0.024;-1.067;0.73;0.158;0.026;0.0;1.0
1;4;5569;814;160;400.725;3.322;6.18;4.601;1.279;1.58;0.301;4.621;4.564;4.506;4.365;2;3761.442;2.859;3.968;5.277;0.523;0.046;-1.217;0.724;0.157;0.025;0.0;1.0
1;0;5568;814;191;414.257;3.326;6.104;4.659;1.333;1.445;0.112;4.699;4.65;4.601;3.326;1;3824.707;2.778;4.12;5.29;0.455;0.063;-1.169;0.674;0.143;0.024;0.0;1.0
0;2;5565;814;164;410.622;3.18;6.217;4.691;1.511;1.526;0.015;4.68;4.621;4.562;4.677;2;3809.264;3.037;4.106;5.277;0.535;-0.003;-0.989;0.732;0.156;0.026;0.0;1.0
0;4;5563;814;165;387.733;3.526;6.474;4.949;1.424;1.525;0.102;4.938;4.879;4.819;5.512;2;4019.326;2.949;4.286;5.593;0.572;-0.005;-1.17;0.756;0.153;0.027;0.0;1.0
0;4;5562;814;158;406.842;2.195;129.049;3.834;1.639;125.215;123.576;15.899;7.3;4.792;3.428;2;12941.56;126.854;3.426;17.118;592.475;2.397;5.343;24.341;1.531;0.853;0.0;1.0
0;4;5561;814;167;411.874;3.54;6.182;4.851;1.312;1.331;0.019;4.829;4.777;4.724;5.401;2;3931.149;2.643;4.219;5.432;0.5;-0.008;-1.163;0.707;0.146;0.025;0.0;1.0
1;0;5561;814;159;429.736;3.468;6.491;4.938;1.47;1.553;0.083;4.965;4.912;4.859;3.468;1;4041.438;3.024;4.334;5.576;0.518;0.043;-1.182;0.72;0.145;0.025;0.0;1.0
0;0;5556;814;142;413.831;3.098;50.61;4.252;1.154;46.357;45.203;7.174;5.598;4.87;3.554;2;5839.669;47.512;3.702;7.417;47.812;2.979;10.078;6.915;0.964;0.242;0.0;1.0
1;0;5556;814;160;402.806;3.117;5.721;4.41;1.292;1.311;0.019;4.434;4.384;4.333;4.697;2;3608.915;2.604;3.926;5.014;0.436;-0.021;-1.063;0.66;0.149;0.023;0.0;1.0
0;4;5554;814;156;411.968;3.517;6.445;4.933;1.415;1.512;0.097;4.917;4.859;4.8;5.006;2;4002.443;2.928;4.245;5.526;0.567;0.05;-1.134;0.753;0.153;0.026;0.0;1.0
0;0;5550;814;147;404.707;3.389;82.672;4.742;1.353;77.929;76.576;6.972;5.403;4.974;5.188;2;5675.61;79.283;4.174;5.528;96.608;5.271;28.264;9.829;1.41;0.345;0.0;1.0
0;0;5550;814;160;413.85;3.192;5.927;4.552;1.36;1.375;0.015;4.555;4.5;4.444;4.856;2;3707.499;2.735;3.964;5.182;0.488;-0.084;-1.199;0.698;0.153;0.024;0.0;1.0
0;0;5545;814;167;388.623;3.537;6.911;5.179;1.642;1.732;0.091;5.128;5.066;5.004;5.406;2;4173.797;3.374;4.428;5.815;0.616;-0.054;-1.149;0.785;0.153;0.028;0.0;1.0
0;2;5543;814;156;401.506;3.835;7.277;5.474;1.638;1.803;0.165;5.461;5.389;5.316;4.665;2;4444.857;3.442;4.684;6.196;0.773;0.011;-1.124;0.879;0.161;0.031;0.0;1.0
0;2;5543;814;166;406.861;3.428;6.493;4.856;1.428;1.637;0.209;4.862;4.802;4.741;4.88;2;3957.972;3.065;4.222;5.495;0.585;0.09;-1.113;0.765;0.157;0.027;0.0;1.0
1;0;5543;814;153;386.49;3.531;6.668;4.959;1.427;1.71;0.282;5.013;4.952;4.891;4.14;2;4080.272;3.137;4.383;5.666;0.606;0.113;-1.076;0.778;0.155;0.027;0.0;1.0
0;0;5540;814;172;401.762;3.102;5.809;4.366;1.265;1.443;0.178;4.395;4.342;4.288;3.493;2;3577.343;2.707;3.827;4.995;0.461;0.005;-1.16;0.679;0.154;0.024;0.0;1.0
1;0;5538;814;175;407.96;3.004;5.256;4.161;1.157;1.094;-0.063;4.121;4.081;4.041;3.575;2;3354.339;2.252;3.583;4.606;0.323;-0.038;-1.253;0.568;0.138;0.02;0.0;1.0
1;2;5534;814;167;393.665;3.078;5.83;4.53;1.452;1.3;-0.152;4.481;4.425;4.368;3.078;1;3647.311;2.752;3.891;5.074;0.491;-0.052;-1.133;0.701;0.156;0.025;0.0;1.0
0;4;5533;814;168;409.375;3.831;7.322;5.435;1.604;1.886;0.283;5.461;5.395;5.328;4.152;2;4445.599;3.49;4.686;6.194;0.723;0.077;-1.163;0.85;0.156;0.03;0.0;1.0
0;0;5532;814;174;404.161;3.887;7.127;5.427;1.539;1.7;0.161;5.45;5.398;5.346;5.947;2;4436.425;3.24;4.79;6.075;0.562;0.058;-1.133;0.749;0.138;0.026;0.0;1.0
1;0;5530;814;192;406.078;3.01;5.339;4.211;1.202;1.128;-0.074;4.134;4.095;4.056;3.921;2;3364.839;2.329;3.65;4.598;0.317;0.009;-1.199;0.563;0.136;0.02;0.0;1.0
1;0;5530;814;159;408.409;3.746;8.137;5.485;1.74;2.652;0.912;5.434;5.365;5.296;6.224;2;4423.391;4.392;4.609;6.082;0.76;0.235;-0.8;0.872;0.16;0.031;0.0;1.0
0;0;5528;814;157;397.631;3.193;6.054;4.458;1.265;1.596;0.331;4.508;4.45;4.392;5.442;2;3669.151;2.861;3.91;5.136;0.522;0.149;-1.147;0.722;0.16;0.025;0.0;1.0
0;2;5525;814;175;414.6;3.472;6.482;5.028;1.556;1.454;-0.102;5.018;4.961;4.904;3.472;1;4084.342;3.009;4.412;5.649;0.554;-0.089;-1.139;0.744;0.148;0.026;0.0;1.0
0;0;5522;814;161;388.503;3.757;7.383;5.429;1.672;1.954;0.283;5.454;5.385;5.314;3.757;1;4439.953;3.626;4.765;6.203;0.748;0.004;-1.134;0.865;0.159;0.03;0.0;1.0
0;4;5522;814;155;416.116;3.27;5.789;4.566;1.296;1.223;-0.073;4.519;4.473;4.426;3.713;2;3678.511;2.519;3.937;5.031;0.41;-0.017;-1.086;0.64;0.142;0.022;0.0;1.0
0;2;5519;814;170;418.488;3.876;6.935;5.266;1.39;1.67;0.279;5.296;5.238;5.18;4.264;2;4310.919;3.06;4.63;5.984;0.604;0.044;-1.155;0.777;0.147;0.027;0.0;1.0
0;4;5518;814;155;407.774;2.757;13.16;4.4;1.642;8.76;7.118;4.513;4.281;4.112;4.913;3;3673.364;10.402;3.347;4.798;3.0;2.459;6.727;1.732;0.384;0.061;0.0;1.0
0;2;5517;814;192;398.828;4.093;8.401;6.114;2.021;2.287;0.266;6.076;6.003;5.929;4.093;1;4945.596;4.308;5.278;6.81;0.87;0.013;-0.861;0.933;0.153;0.033;0.0;1.0
0;2;5516;814;177;391.52;3.095;5.738;4.374;1.279;1.364;0.085;4.411;4.366;4.32;3.87;2;3590.591;2.643;3.895;4.966;0.394;0.02;-1.07;0.628;0.142;0.022;0.0;1.0
0;0;5514;814;182;407.764;3.758;6.561;5.172;1.414;1.389;-0.025;5.136;5.09;5.044;4.578;2;4180.891;2.803;4.543;5.685;0.47;0.035;-1.189;0.685;0.133;0.024;0.0;1.0
0;0;5513;814;164;417.152;3.682;36.431;5.1;1.418;31.331;29.913;5.838;5.363;5.146;4.445;2;4752.344;32.749;4.432;5.763;14.439;5.211;29.629;3.8;0.651;0.133;0.0;1.0
0;0;5512;814;172;402.273;2.95;5.349;4.148;1.198;1.202;0.004;4.111;4.068;4.024;3.679;2;3345.998;2.4;3.587;4.612;0.349;0.019;-1.186;0.591;0.144;0.021;0.0;1.0
0;2;5507;814;145;392.738;3.602;6.766;5.161;1.559;1.605;0.046;5.115;5.051;4.986;5.274;2;4163.703;3.164;4.444;5.782;0.641;-0.033;-1.138;0.801;0.157;0.028;0.0;1.0
0;2;5506;814;155;400.639;3.076;10.266;4.842;1.766;5.424;3.658;4.69;4.591;4.496;5.337;2;3817.927;7.19;3.826;5.326;0.994;0.94;2.381;0.997;0.213;0.035;0.0;1.0
1;0;5505;814;178;401.213;2.974;15.867;4.31;1.336;11.556;10.221;4.627;4.415;4.263;4.684;2;3766.327;12.892;3.589;4.69;2.854;2.586;7.842;1.689;0.365;0.059;0.0;1.0
0;4;5504;814;169;423.361;3.552;6.664;5.052;1.5;1.612;0.112;5.065;5.002;4.94;5.536;2;4123.053;3.112;4.396;5.757;0.63;0.083;-1.161;0.794;0.157;0.028;0.0;1.0
1;4;5501;814;183;417.016;2.868;4.995;3.812;0.944;1.183;0.239;3.806;3.771;3.737;3.216;2;3098.029;2.126;3.346;4.211;0.265;0.242;-1.028;0.515;0.135;0.018;0.0;1.0
0;2;5500;814;161;418.329;3.202;5.926;4.55;1.348;1.376;0.029;4.557;4.501;4.446;3.519;2;3709.08;2.724;3.97;5.13;0.497;0.03;-1.109;0.705;0.155;0.025;0.0;1.0
0;2;5497;814;171;407.69;3.408;10.049;5.159;1.752;4.89;3.139;5.138;5.024;4.918;5.305;2;4181.996;6.642;4.196;5.653;1.285;1.119;1.916;1.134;0.221;0.04;0.0;1.0
1;0;5495;814;178;393.871;3.3;13.586;5.089;1.789;8.497;6.708;5.218;5.025;4.874;3.3;1;4247.273;10.287;4.106;5.515;2.633;2.07;4.745;1.623;0.311;0.057;0.0;1.0
1;4;5495;814;172;409.215;3.595;101.055;22.1;18.505;78.955;60.45;25.56;21.765;18.375;27.546;2;20805.868;97.46;14.838;32.796;221.523;1.318;2.122;14.884;0.582;0.522;0.0;1.0
0;0;5492;814;161;388.72;3.412;6.515;4.798;1.385;1.717;0.332;4.861;4.803;4.746;4.544;2;3956.617;3.102;4.191;5.506;0.566;0.212;-1.099;0.752;0.155;0.026;0.0;1.0
0;0;5489;814;161;413.801;2.913;5.609;4.168;1.255;1.441;0.186;4.207;4.15;4.093;3.925;2;3424.893;2.695;3.59;4.845;0.478;0.078;-1.254;0.691;0.164;0.024;0.0;1.0
0;2;5488;814;160;405.15;3.16;11.889;4.313;1.152;7.576;6.424;4.361;4.309;4.262;4.794;2;3549.515;8.729;3.865;4.799;0.518;2.585;20.515;0.72;0.165;0.025;0.0;1.0
0;2;5488;814;157;418.255;2.59;5.104;3.769;1.179;1.335;0.155;3.789;3.743;3.696;2.59;1;3083.978;2.514;3.296;4.293;0.346;0.073;-1.084;0.588;0.155;0.021;0.0;1.0
0;0;5486;814;158;409.601;3.479;6.534;4.809;1.33;1.725;0.395;4.808;4.752;4.696;3.806;2;3914.037;3.055;4.109;5.382;0.541;0.125;-1.106;0.736;0.153;0.026;0.0;1.0
0;2;5482;814;163;412.497;3.796;12.07;5.366;1.57;6.704;5.134;5.319;5.248;5.18;5.239;2;4329.605;8.274;4.584;5.927;0.814;1.362;7.587;0.902;0.17;0.032;0.0;1.0
0;0;5479;814;162;405.0;3.683;6.72;5.14;1.457;1.58;0.123;5.131;5.071;5.01;4.86;2;4176.934;3.037;4.427;5.785;0.613;0.054;-1.15;0.783;0.153;0.027;0.0;1.0
0;2;5478;814;154;411.481;2.952;5.857;4.24;1.288;1.617;0.329;4.308;4.247;4.187;4.337;2;3507.012;2.905;3.673;4.902;0.528;0.215;-1.104;0.727;0.169;0.025;0.0;1.0
0;4;5471;814;164;412.896;3.492;6.384;4.86;1.368;1.524;0.156;4.883;4.828;4.773;5.017;2;3974.435;2.892;4.246;5.503;0.531;0.072;-1.162;0.728;0.149;0.026;0.0;1.0
0;2;5464;814;158;405.361;3.659;35.2;5.731;2.072;29.47;27.398;8.278;6.714;5.963;3.659;1;6738.564;31.542;4.662;7.337;50.484;2.356;4.39;7.105;0.858;0.249;0.0;1.0
1;2;5461;814;155;411.948;2.73;106.042;4.759;2.029;101.283;99.253;16.497;8.921;6.017;4.268;2;13428.741;103.312;4.274;22.889;452.594;2.147;4.404;21.274;1.29;0.746;0.0;1.0
0;2;5459;814;159;408.384;4.073;7.5;5.76;1.686;1.741;0.054;5.738;5.666;5.592;5.244;2;4671.046;3.427;4.953;6.528;0.818;-0.016;-1.174;0.905;0.158;0.032;0.0;1.0
0;2;5453;814;160;431.95;3.121;7.156;4.642;1.52;2.515;0.994;4.486;4.421;4.354;3.42;2;3651.83;4.035;3.736;5.068;0.571;-0.043;-0.778;0.756;0.168;0.026;0.0;1.0
0;2;5447;814;162;420.858;2.948;5.628;4.345;1.397;1.283;-0.115;4.292;4.238;4.183;4.454;2;3493.666;2.68;3.714;4.862;0.452;-0.087;-1.133;0.672;0.157;0.024;0.0;1.0
0;0;5446;814;174;403.069;3.505;6.338;4.878;1.373;1.46;0.087;4.862;4.812;4.761;4.97;2;3957.779;2.833;4.258;5.425;0.485;0.026;-1.118;0.697;0.143;0.024;0.0;1.0
1;2;5446;814;180;413.033;3.276;5.964;4.583;1.306;1.381;0.075;4.627;4.58;4.533;3.276;1;3766.206;2.688;4.095;5.158;0.428;0.075;-1.088;0.654;0.141;0.023;0.0;1.0
0;0;5444;814;142;406.324;3.708;31.766;5.433;1.725;26.333;24.608;7.154;6.008;5.486;3.708;1;5823.628;28.058;4.402;6.017;35.253;2.828;7.006;5.937;0.83;0.208;0.0;1.0
1;0;5440;814;157;401.86;3.38;8.332;4.857;1.477;3.475;1.998;5.06;4.957;4.86;3.832;2;4118.606;4.952;4.213;5.81;1.095;0.645;-0.217;1.047;0.207;0.037;0.0;1.0
0;0;5438;814;158;387.013;3.352;5.891;4.511;1.158;1.381;0.222;4.514;4.469;4.424;3.559;2;3674.175;2.539;3.983;5.062;0.397;-0.013;-1.109;0.63;0.14;0.022;0.0;1.0
0;2;5437;814;184;413.522;3.57;26.021;5.606;2.036;20.415;18.38;7.084;6.169;5.661;5.417;2;5766.347;22.451;4.398;6.269;23.444;2.534;5.75;4.842;0.684;0.17;0.0;1.0
1;0;5433;814;164;406.549;3.073;85.687;4.855;1.782;80.831;79.049;9.952;6.336;5.246;3.073;1;8101.006;82.614;3.931;6.251;204.943;3.031;8.702;14.316;1.438;0.502;0.0;1.0
0;0;5431;814;167;405.275;4.026;12.004;6.08;2.054;5.924;3.87;6.12;5.949;5.801;4.026;1;4981.445;7.978;4.927;6.659;2.453;1.485;2.479;1.566;0.256;0.055;0.0;1.0
0;4;5431;814;163;398.442;3.575;6.696;5.02;1.445;1.676;0.231;5.044;4.982;4.92;4.061;2;4105.974;3.122;4.328;5.713;0.619;0.052;-1.241;0.787;0.156;0.028;0.0;1.0
1;2;5430;814;170;402.959;2.974;5.627;4.381;1.407;1.246;-0.162;4.339;4.287;4.234;2.974;1;3532.065;2.653;3.794;4.892;0.442;-0.049;-1.095;0.665;0.153;0.023;0.0;1.0
0;2;5422;814;164;400.079;4.145;12.9;5.673;1.529;7.227;5.699;5.756;5.673;5.599;4.145;1;4685.167;8.756;4.977;6.35;1.1;1.957;8.067;1.049;0.182;0.037;0.0;1.0
0;2;5422;814;163;415.442;2.154;139.108;3.805;1.651;135.303;133.652;17.49;7.588;4.851;3.472;2;14236.85;136.954;3.427;18.059;685.862;2.086;3.85;26.189;1.497;0.918;0.0;1.0
1;4;5420;814;173;431.318;2.647;112.195;4.855;2.208;107.34;105.132;15.646;8.874;6.123;2.647;1;12736.135;109.548;4.241;19.107;402.534;2.413;6.031;20.063;1.282;0.703;0.0;1.0
0;2;5418;814;184;420.228;3.492;6.44;4.714;1.223;1.726;0.503;4.787;4.735;4.684;5.404;2;3896.349;2.949;4.149;5.349;0.502;0.26;-1.055;0.709;0.148;0.025;0.0;1.0
0;4;5416;814;169;407.929;3.674;6.902;5.229;1.554;1.673;0.119;5.243;5.182;5.12;3.9;2;4267.973;3.228;4.552;5.917;0.631;-0.006;-1.166;0.794;0.151;0.028;0.0;1.0
0;0;5415;814;163;405.245;2.721;79.226;4.379;1.658;74.847;73.189;10.981;6.223;4.862;4.579;2;8938.228;76.506;3.703;4.955;257.698;2.381;4.497;16.053;1.462;0.563;0.0;1.0
0;4;5413;814;166;418.717;3.18;5.452;4.375;1.195;1.077;-0.118;4.334;4.29;4.246;3.872;2;3527.506;2.273;3.809;4.836;0.367;-0.101;-1.19;0.606;0.14;0.021;0.0;1.0
1;0;5413;814;158;412.595;2.781;68.138;4.305;1.523;63.833;62.31;9.668;6.022;4.792;3.556;2;7869.91;65.356;3.595;5.985;154.455;2.233;4.017;12.428;1.285;0.436;0.0;1.0
0;2;5407;814;161;399.062;3.111;5.822;4.685;1.574;1.137;-0.437;4.498;4.442;4.383;5.37;2;3661.552;2.711;3.812;5.037;0.488;-0.264;-1.179;0.699;0.155;0.024;0.0;1.0
0;0;5405;814;166;414.084;3.202;8.932;4.44;1.238;4.491;3.253;4.565;4.502;4.443;3.677;2;3715.733;5.73;3.96;5.114;0.616;1.104;2.814;0.785;0.172;0.028;0.0;1.0
0;4;5404;814;161;425.019;4.04;7.815;5.849;1.809;1.965;0.156;5.841;5.762;5.683;4.04;1;4754.491;3.775;4.996;6.631;0.908;0.046;-1.171;0.953;0.163;0.033;0.0;1.0
0;2;5404;814;152;417.322;3.628;6.958;5.249;1.622;1.709;0.087;5.267;5.202;5.136;3.628;1;4287.284;3.33;4.567;5.936;0.68;0.047;-1.092;0.825;0.157;0.029;0.0;1.0
0;2;5404;814;172;399.657;3.805;6.837;5.351;1.546;1.486;-0.06;5.33;5.269;5.207;5.926;2;4338.602;3.032;4.678;6.026;0.634;-0.092;-1.167;0.796;0.149;0.028;0.0;1.0
1;4;5404;814;156;411.891;2.534;104.271;4.627;2.093;99.644;97.551;15.888;8.94;5.984;2.534;1;12932.876;101.737;4.113;20.982;348.72;1.778;2.619;18.674;1.175;0.655;0.0;1.0
0;2;5402;814;173;402.162;3.54;6.715;5.128;1.588;1.586;-0.002;5.164;5.11;5.057;4.622;2;4203.107;3.175;4.516;5.786;0.552;0.153;-1.052;0.743;0.144;0.026;0.0;1.0
0;0;5397;814;152;410.711;3.041;77.715;4.65;1.609;73.065;71.456;10.225;6.387;5.099;4.779;2;8323.168;74.674;3.745;6.755;181.226;2.443;5.21;13.462;1.317;0.472;0.0;1.0
0;4;5396;814;172;405.483;3.158;5.967;4.469;1.311;1.498;0.188;4.48;4.43;4.38;3.466;2;3647.01;2.809;3.906;5.015;0.448;0.092;-1.084;0.669;0.149;0.023;0.0;1.0
0;4;5396;814;143;391.476;3.561;6.592;5.015;1.454;1.577;0.123;5.031;4.966;4.899;4.512;2;4095.427;3.031;4.359;5.731;0.651;0.026;-1.162;0.807;0.16;0.028;0.0;1.0
0;4;5394;814;175;392.469;3.222;6.308;4.677;1.455;1.63;0.175;4.677;4.617;4.557;4.381;2;3806.693;3.086;4.068;5.295;0.545;-0.022;-1.05;0.738;0.158;0.026;0.0;1.0
0;0;5392;814;172;410.802;3.232;6.192;4.666;1.434;1.526;0.092;4.675;4.613;4.55;4.392;2;3805.348;2.96;4.034;5.328;0.574;0.039;-1.191;0.758;0.162;0.027;0.0;1.0
0;0;5392;814;170;391.794;2.972;5.685;4.285;1.313;1.4;0.087;4.325;4.272;4.218;4.92;2;3520.613;2.713;3.821;4.903;0.447;-0.062;-1.052;0.669;0.155;0.023;0.0;1.0
0;2;5390;814;172;404.058;3.111;19.536;4.342;1.231;15.193;13.962;4.479;4.358;4.276;3.111;1;3645.517;16.425;3.814;4.829;1.867;5.598;43.622;1.366;0.305;0.048;0.0;1.0
0;4;5389;814;156;406.821;3.265;5.992;4.529;1.264;1.463;0.199;4.575;4.521;4.468;3.432;2;3723.688;2.727;4.003;5.158;0.487;0.099;-1.102;0.698;0.152;0.024;0.0;1.0
0;2;5389;814;153;408.379;3.464;6.315;4.809;1.344;1.506;0.162;4.837;4.786;4.733;5.527;2;3937.622;2.85;4.282;5.415;0.493;0.008;-1.026;0.702;0.145;0.025;0.0;1.0
0;4;5387;814;172;411.087;3.563;6.451;4.991;1.428;1.46;0.032;5.007;4.954;4.901;4.185;2;4075.603;2.888;4.414;5.64;0.515;-0.06;-1.092;0.718;0.143;0.025;0.0;1.0
0;0;5382;814;177;411.09;2.954;5.395;4.227;1.272;1.169;-0.104;4.18;4.136;4.092;3.901;2;3402.642;2.441;3.631;4.725;0.363;-0.015;-1.319;0.603;0.144;0.021;0.0;1.0
0;2;5382;814;171;404.947;3.486;6.892;4.94;1.454;1.951;0.497;5.018;4.954;4.891;3.486;1;4084.654;3.406;4.348;5.726;0.635;0.104;-1.166;0.797;0.159;0.028;0.0;1.0
0;0;5381;814;158;415.361;3.244;5.999;4.612;1.368;1.387;0.018;4.616;4.565;4.514;4.611;2;3757.463;2.755;4.09;5.188;0.461;-0.03;-1.081;0.679;0.147;0.024;0.0;1.0
0;2;5380;814;153;417.418;3.294;6.177;4.652;1.358;1.525;0.166;4.706;4.651;4.597;4.005;2;3830.643;2.883;4.151;5.302;0.509;0.068;-1.077;0.713;0.152;0.025;0.0;1.0
0;2;5379;814;151;409.225;2.835;15.531;4.501;1.667;11.03;9.364;4.711;4.446;4.257;3.36;2;3834.948;12.697;3.467;4.927;3.655;2.473;6.801;1.912;0.406;0.067;0.0;1.0
0;0;5378;814;179;404.631;2.719;99.307;4.253;1.535;95.053;93.518;13.406;6.927;5.025;4.038;2;10912.347;96.588;3.701;8.75;350.49;1.86;2.195;18.721;1.397;0.656;0.0;1.0
