id;direction;distance;len;Кол-во пиков;Сред.зн.пика;Min;Max;Медиана;Смещение низ;Смещение верх;Смещение;Mean;Геом.сред.;Гарм.сред.;Мода;Частота;Сумма;Размах;Ниж.квартиль;Верх.квартиль;Дисперсия;Асимметрия;Куртозис;Std откл.; Коэф.вариации;Std ошибка;Тест Граббса;p_value
0;0;4027;814;160;399.625;3.106;37.267;4.81;1.704;32.456;30.752;6.048;5.221;4.812;3.106;1;4922.729;34.161;3.84;5.276;21.415;3.368;12.395;4.628;0.765;0.162;0.0;1.0
0;0;4026;814;157;401.28;2.897;14.613;4.322;1.425;10.291;8.866;4.667;4.393;4.205;4.706;2;3799.089;11.715;3.409;4.802;3.897;2.603;7.188;1.974;0.423;0.069;0.0;1.0
0;2;4024;814;162;401.031;3.115;5.769;4.45;1.334;1.32;-0.015;4.408;4.356;4.303;3.115;1;3588.115;2.654;3.858;4.971;0.45;-0.066;-1.07;0.671;0.152;0.024;0.0;1.0
1;0;4022;814;159;418.132;2.806;72.558;4.671;1.866;67.887;66.022;11.42;6.457;4.964;2.806;1;9296.123;69.753;3.688;5.791;260.861;2.221;3.703;16.151;1.414;0.566;0.0;1.0
0;4;4021;814;176;404.08;3.43;6.763;4.888;1.458;1.876;0.418;4.864;4.809;4.753;5.117;2;3959.286;3.334;4.276;5.466;0.526;-0.023;-0.955;0.725;0.149;0.025;0.0;1.0
0;2;4021;814;180;413.422;3.259;6.634;4.769;1.511;1.865;0.355;4.633;4.585;4.535;4.942;2;3771.238;3.376;4.001;5.129;0.429;-0.279;-0.967;0.655;0.141;0.023;0.0;1.0
0;2;4015;814;153;414.333;2.46;86.116;4.507;2.047;81.609;79.562;14.804;7.965;5.511;4.094;2;12050.658;83.656;4.095;17.256;350.711;1.684;1.62;18.727;1.265;0.656;0.0;1.0
0;0;4012;814;162;413.204;2.977;80.682;4.692;1.715;75.99;74.275;12.755;7.43;5.618;3.905;2;10382.347;77.705;4.206;10.233;264.562;1.938;2.813;16.265;1.275;0.57;0.0;1.0
0;2;4012;814;140;400.579;2.883;18.684;4.905;2.022;13.779;11.757;5.607;5.142;4.803;3.162;2;4563.782;15.801;3.715;5.912;7.193;1.906;3.76;2.682;0.478;0.094;0.0;1.0
0;2;4009;814;154;411.89;2.381;140.616;3.957;1.576;136.659;135.082;16.405;6.429;4.518;2.381;1;13353.849;138.235;3.48;6.395;916.584;2.444;4.681;30.275;1.845;1.061;0.0;1.0
0;0;4009;814;168;412.97;3.589;6.713;5.071;1.482;1.642;0.16;5.094;5.035;4.975;3.589;1;4146.614;3.124;4.437;5.731;0.601;0.098;-1.099;0.775;0.152;0.027;0.0;1.0
0;2;4007;814;172;401.18;3.528;26.704;5.645;2.118;21.059;18.941;7.416;6.362;5.756;3.528;1;6036.947;23.176;4.348;8.217;26.722;2.27;4.466;5.169;0.697;0.181;0.0;1.0
1;0;4006;814;182;420.346;2.609;78.106;4.286;1.677;73.821;72.144;11.248;6.438;4.945;4.237;2;9155.952;75.498;3.814;6.889;240.939;2.215;3.919;15.522;1.38;0.544;0.0;1.0
0;4;4005;814;161;402.95;2.526;140.081;3.963;1.437;136.118;134.682;15.041;6.526;4.742;3.394;2;12243.689;137.555;3.606;6.592;789.256;2.897;7.593;28.094;1.868;0.985;0.0;1.0
0;0;4002;814;171;410.439;3.073;6.23;4.319;1.246;1.911;0.665;4.276;4.224;4.173;4.466;2;3480.503;3.157;3.644;4.817;0.435;0.037;-1.13;0.659;0.154;0.023;0.0;1.0
0;0;4002;814;158;393.399;2.471;76.972;13.812;11.341;63.16;51.819;16.608;12.673;9.26;2.471;1;13518.554;74.501;8.354;21.169;151.108;1.634;3.576;12.293;0.74;0.431;0.0;1.0
0;2;4001;814;155;394.097;3.596;6.475;4.945;1.349;1.53;0.181;4.975;4.918;4.862;4.168;2;4049.275;2.879;4.36;5.612;0.551;0.042;-1.12;0.743;0.149;0.026;0.0;1.0
0;0;4001;814;162;396.309;3.514;6.289;4.768;1.254;1.521;0.267;4.821;4.766;4.712;4.018;2;3924.007;2.775;4.211;5.489;0.521;0.077;-1.218;0.722;0.15;0.025;0.0;1.0
0;4;3999;814;184;413.082;3.651;6.64;5.384;1.733;1.256;-0.478;5.187;5.126;5.062;4.485;2;4221.917;2.989;4.449;5.788;0.606;-0.289;-1.134;0.778;0.15;0.027;0.0;1.0
0;0;3999;814;173;395.243;3.164;6.153;4.668;1.504;1.485;-0.019;4.681;4.625;4.569;3.164;1;3810.126;2.988;4.036;5.322;0.516;0.056;-1.188;0.718;0.153;0.025;0.0;1.0
0;0;3999;814;123;420.163;1.876;101.961;6.786;4.91;95.175;90.265;19.586;9.198;5.037;10.818;2;15943.406;100.085;2.636;36.652;522.456;1.21;0.205;22.857;1.167;0.801;0.0;1.0
0;0;3997;814;171;391.93;3.735;6.973;5.161;1.426;1.812;0.386;5.221;5.159;5.097;3.735;1;4249.833;3.238;4.513;5.915;0.645;0.125;-1.123;0.803;0.154;0.028;0.0;1.0
0;4;3997;814;165;404.273;2.124;149.233;3.766;1.641;145.467;143.826;16.656;7.287;4.713;3.761;2;13557.731;147.109;3.381;16.496;677.776;2.42;5.81;26.034;1.563;0.912;0.0;1.0
0;2;3995;814;178;407.213;3.535;6.316;4.892;1.357;1.424;0.067;4.908;4.857;4.806;3.863;2;3995.259;2.781;4.338;5.538;0.491;-0.011;-1.114;0.701;0.143;0.025;0.0;1.0
0;2;3994;814;165;405.988;2.693;6.08;3.966;1.272;2.115;0.842;3.9;3.846;3.791;3.944;2;3174.605;3.387;3.337;4.394;0.413;0.051;-0.536;0.643;0.165;0.023;0.0;1.0
0;2;3992;814;167;409.0;2.743;4.909;3.823;1.081;1.085;0.005;3.809;3.772;3.734;3.946;2;3100.862;2.166;3.385;4.283;0.275;-0.144;-1.085;0.525;0.138;0.018;0.0;1.0
0;2;3991;814;152;410.928;3.483;6.711;5.012;1.53;1.699;0.17;4.993;4.928;4.862;4.638;2;4064.363;3.229;4.368;5.644;0.634;-0.04;-1.073;0.796;0.159;0.028;0.0;1.0
0;0;3988;814;156;406.455;3.314;6.052;4.635;1.321;1.417;0.096;4.644;4.591;4.537;3.314;1;3780.115;2.738;4.04;5.236;0.488;0.016;-1.162;0.699;0.15;0.024;0.0;1.0
0;4;3987;814;211;401.72;2.524;65.388;4.325;1.801;61.063;59.262;9.958;6.803;5.392;3.808;2;8105.505;62.864;3.805;11.821;112.217;2.017;3.579;10.593;1.064;0.371;0.0;1.0
0;2;3985;814;152;430.289;2.343;49.224;3.936;1.594;45.288;43.694;6.963;5.092;4.263;3.668;2;5667.566;46.881;3.277;6.967;53.092;2.542;6.591;7.286;1.047;0.255;0.0;1.0
0;4;3983;814;172;410.041;3.173;116.302;8.874;5.702;107.428;101.726;18.357;10.178;7.258;14.94;2;14942.661;113.129;4.179;14.696;678.689;2.408;4.714;26.052;1.419;0.913;0.0;1.0
0;2;3983;814;172;412.238;3.131;67.175;9.188;6.057;57.987;51.93;15.034;10.37;7.737;3.131;1;12237.434;64.044;4.591;19.014;208.269;1.731;2.364;14.432;0.96;0.506;0.0;1.0
0;2;3983;814;177;415.339;3.335;44.869;8.141;4.806;36.727;31.921;11.993;9.199;7.351;3.335;1;9762.494;41.534;4.405;17.315;85.197;1.265;0.785;9.23;0.77;0.324;0.0;1.0
0;2;3983;814;173;404.179;2.116;130.953;3.642;1.526;127.311;125.785;16.534;7.386;4.714;2.116;1;13459.042;128.837;3.292;17.52;579.636;1.997;3.338;24.076;1.456;0.844;0.0;1.0
0;4;3979;814;163;403.061;3.369;8.251;5.408;2.039;2.843;0.804;5.484;5.377;5.269;3.369;1;4464.09;4.882;4.573;6.352;1.164;0.122;-1.02;1.079;0.197;0.038;0.0;1.0
0;2;3979;814;160;401.488;3.16;8.035;4.683;1.523;3.352;1.829;4.627;4.548;4.472;3.87;2;3766.016;4.876;3.814;5.171;0.737;0.483;0.404;0.859;0.186;0.03;0.0;1.0
0;2;3978;814;156;378.147;3.092;24.417;5.135;2.043;19.282;17.238;6.005;5.448;5.076;4.97;2;4887.77;21.325;3.999;5.857;10.307;2.377;6.33;3.21;0.535;0.113;0.0;1.0
0;0;3977;814;172;417.267;3.461;6.499;4.88;1.418;1.619;0.201;4.897;4.835;4.773;3.916;2;3986.433;3.038;4.219;5.561;0.601;0.07;-1.16;0.775;0.158;0.027;0.0;1.0
0;4;3973;814;149;403.181;2.655;96.752;4.097;1.442;92.656;91.213;15.833;7.228;5.026;2.655;1;12888.104;94.098;3.617;8.563;601.507;2.003;2.516;24.526;1.549;0.86;0.0;1.0
0;0;3972;814;169;413.178;3.34;35.021;6.369;3.028;28.652;25.624;9.504;7.836;6.754;3.34;1;7736.619;31.681;4.732;13.102;43.471;1.493;1.69;6.593;0.694;0.231;0.0;1.0
0;2;3971;814;144;401.014;3.478;28.541;5.472;1.993;23.069;21.076;6.393;5.751;5.395;3.843;2;5203.779;25.063;4.468;6.072;15.589;3.067;9.433;3.948;0.618;0.138;0.0;1.0
0;4;3971;814;162;407.617;3.426;6.454;4.833;1.407;1.621;0.214;4.845;4.778;4.712;5.762;2;3943.636;3.028;4.151;5.54;0.636;0.044;-1.183;0.797;0.165;0.028;0.0;1.0
0;0;3970;814;164;408.622;3.694;6.831;5.235;1.542;1.596;0.055;5.237;5.173;5.108;5.782;2;4262.874;3.138;4.504;5.968;0.656;-0.034;-1.22;0.81;0.155;0.028;0.0;1.0
0;2;3969;814;161;390.019;3.293;9.999;5.03;1.737;4.969;3.233;5.063;4.926;4.805;3.518;2;4120.912;6.706;4.028;5.5;1.599;1.396;2.196;1.264;0.25;0.044;0.0;1.0
0;2;3968;814;176;405.375;2.734;53.314;4.255;1.521;49.059;47.538;9.599;6.241;4.959;3.872;2;7813.518;50.58;3.907;6.409;123.064;1.924;2.634;11.093;1.156;0.389;0.0;1.0
0;4;3966;814;154;426.123;3.254;6.085;4.709;1.455;1.377;-0.078;4.591;4.543;4.494;3.254;1;3736.837;2.832;4.053;5.097;0.428;-0.157;-1.06;0.654;0.142;0.023;0.0;1.0
0;4;3965;814;154;392.136;2.322;109.396;4.021;1.699;105.375;103.676;17.302;8.216;5.186;2.322;1;14083.45;107.074;3.647;25.609;536.738;1.846;2.771;23.168;1.339;0.812;0.0;1.0
0;2;3964;814;185;409.168;3.473;29.817;5.588;2.115;24.229;22.114;7.926;6.824;6.155;5.279;2;6452.027;26.344;5.185;8.789;27.167;1.908;2.949;5.212;0.658;0.183;0.0;1.0
0;2;3964;814;155;414.445;3.173;6.278;4.557;1.384;1.721;0.338;4.582;4.521;4.459;5.552;2;3729.672;3.105;3.986;5.213;0.552;0.017;-1.083;0.743;0.162;0.026;0.0;1.0
0;2;3962;814;162;407.247;2.796;21.846;4.721;1.925;17.125;15.201;5.564;5.03;4.656;3.363;2;4529.188;19.05;3.477;6.164;8.658;2.151;5.519;2.943;0.529;0.103;0.0;1.0
0;0;3956;814;164;410.018;2.505;41.141;4.112;1.607;37.029;35.422;7.796;5.429;4.424;2.505;1;6346.316;38.636;3.141;6.23;69.099;2.002;3.078;8.313;1.066;0.291;0.0;1.0
0;4;3955;814;158;410.734;2.97;52.033;4.741;1.771;47.292;45.521;8.304;6.058;5.161;4.312;2;6759.468;49.063;4.229;6.588;84.935;2.72;7.0;9.216;1.11;0.323;0.0;1.0
1;4;3955;814;172;407.587;5.353;78.362;22.668;17.315;55.694;38.379;24.717;22.128;19.683;5.353;1;20119.808;73.01;16.233;31.535;137.599;1.053;1.478;11.73;0.475;0.411;0.0;1.0
1;4;3955;814;179;401.525;4.405;72.747;22.591;18.186;50.156;31.97;24.28;21.556;18.905;20.715;2;19763.627;68.342;15.557;31.067;137.095;0.908;0.867;11.709;0.482;0.41;0.0;1.0
1;2;3955;814;183;400.541;3.084;59.257;17.738;14.654;41.519;26.865;19.293;16.449;13.654;13.403;2;15704.22;56.173;11.264;25.015;111.204;0.898;0.671;10.545;0.547;0.37;0.0;1.0
0;0;3952;814;166;402.578;2.713;5.056;3.887;1.174;1.169;-0.005;3.904;3.856;3.807;3.582;2;3178.252;2.343;3.405;4.449;0.369;-0.028;-1.136;0.608;0.156;0.021;0.0;1.0
0;0;3951;814;169;397.071;2.773;68.764;12.116;9.343;56.648;47.305;15.962;11.156;7.734;12.736;2;12992.987;65.991;4.182;22.489;173.145;1.214;1.095;13.158;0.824;0.461;0.0;1.0
0;0;3948;814;181;409.519;3.39;6.377;4.588;1.198;1.789;0.591;4.658;4.606;4.554;4.003;2;3791.319;2.987;4.061;5.245;0.489;0.229;-1.052;0.699;0.15;0.025;0.0;1.0
0;0;3945;814;166;398.012;3.976;7.145;5.538;1.562;1.607;0.046;5.51;5.448;5.386;4.208;2;4485.185;3.169;4.836;6.22;0.669;-0.026;-1.142;0.818;0.148;0.029;0.0;1.0
0;4;3944;814;150;401.547;2.755;85.366;4.791;2.036;80.575;78.539;9.224;6.293;5.149;3.071;2;7507.963;82.612;3.771;8.306;134.221;3.168;10.759;11.585;1.256;0.406;0.0;1.0
0;2;3941;814;174;403.747;3.0;24.6;4.813;1.813;19.787;17.974;5.986;5.367;4.955;4.85;2;4872.564;21.6;4.294;6.423;11.242;2.19;5.157;3.353;0.56;0.118;0.0;1.0
0;4;3939;814;172;415.366;3.283;6.124;4.746;1.462;1.378;-0.084;4.698;4.643;4.587;3.746;2;3824.51;2.841;4.099;5.318;0.508;-0.075;-1.14;0.713;0.152;0.025;0.0;1.0
1;2;3939;814;161;408.534;2.693;89.268;4.838;2.145;84.429;82.284;12.918;7.623;5.684;2.963;2;10514.952;86.575;4.373;12.683;286.965;2.326;4.838;16.94;1.311;0.594;0.0;1.0
0;0;3938;814;155;403.658;3.365;9.848;5.172;1.807;4.676;2.869;5.078;4.976;4.877;4.071;2;4133.313;6.483;4.164;5.688;1.075;0.771;1.89;1.037;0.204;0.036;0.0;1.0
0;0;3938;814;150;393.467;2.587;93.98;3.699;1.112;90.281;89.169;9.683;5.298;4.161;2.587;1;7882.308;91.393;3.235;4.113;229.999;2.735;7.219;15.166;1.566;0.532;0.0;1.0
1;0;3938;814;166;408.018;2.834;14.343;4.381;1.546;9.962;8.416;4.653;4.405;4.236;3.059;2;3787.566;11.508;3.539;4.83;3.577;2.835;8.803;1.891;0.406;0.066;0.0;1.0
0;0;3937;814;154;412.623;3.063;7.145;4.435;1.372;2.709;1.337;4.486;4.441;4.396;3.916;2;3651.8;4.082;3.969;5.034;0.409;0.266;-0.185;0.639;0.142;0.022;0.0;1.0
0;0;3937;814;159;398.195;3.752;26.764;5.108;1.355;21.657;20.301;5.91;5.511;5.28;3.752;1;4810.371;23.012;4.539;5.738;8.551;3.374;12.579;2.924;0.495;0.102;0.0;1.0
0;0;3932;814;155;413.458;3.751;6.759;5.229;1.478;1.53;0.053;5.222;5.163;5.104;5.387;2;4250.481;3.008;4.581;5.917;0.604;-0.003;-1.123;0.777;0.149;0.027;0.0;1.0
0;4;3931;814;161;404.981;3.679;7.075;5.235;1.556;1.84;0.284;5.26;5.199;5.138;5.23;2;4281.386;3.397;4.608;5.928;0.633;0.073;-1.081;0.796;0.151;0.028;0.0;1.0
0;2;3930;814;167;396.515;3.212;8.835;4.761;1.549;4.074;2.524;4.717;4.629;4.545;3.959;2;3839.639;5.623;3.851;5.275;0.872;0.743;0.947;0.934;0.198;0.033;0.0;1.0
0;2;3930;814;162;412.247;3.425;14.378;5.45;2.024;8.928;6.904;5.808;5.55;5.339;3.425;1;4727.625;10.952;4.589;5.947;3.751;1.724;3.295;1.937;0.333;0.068;0.0;1.0
0;0;3929;814;164;405.866;3.099;5.948;4.476;1.377;1.472;0.096;4.463;4.411;4.359;4.318;2;3632.922;2.849;3.916;5.006;0.457;0.045;-1.021;0.676;0.151;0.024;0.0;1.0
0;4;3928;814;143;403.587;2.359;120.122;3.708;1.349;116.414;115.065;12.183;5.692;4.295;3.638;2;9917.173;117.763;3.416;5.056;481.06;2.763;6.612;21.933;1.8;0.769;0.0;1.0
0;4;3926;814;109;416.505;2.13;171.27;3.239;1.109;168.031;166.921;14.856;5.937;3.879;2.284;2;12092.973;169.14;2.554;11.256;710.148;2.877;8.406;26.649;1.794;0.934;0.0;1.0
0;2;3925;814;165;383.479;4.121;7.463;5.907;1.786;1.557;-0.229;5.812;5.747;5.68;4.121;1;4730.761;3.343;5.167;6.482;0.729;-0.187;-0.975;0.854;0.147;0.03;0.0;1.0
0;0;3925;814;167;407.844;3.172;5.786;4.486;1.314;1.3;-0.014;4.529;4.476;4.423;3.172;1;3686.413;2.614;3.978;5.158;0.468;-0.004;-1.159;0.684;0.151;0.024;0.0;1.0
0;2;3925;814;150;403.093;2.736;114.769;6.275;3.54;108.494;104.954;17.727;9.108;6.13;2.736;1;14429.782;112.033;3.552;16.79;593.94;2.089;3.512;24.371;1.375;0.854;0.0;1.0
0;2;3922;814;155;399.581;2.395;82.864;4.624;2.229;78.24;76.012;16.568;8.67;5.821;2.948;2;13486.322;80.469;4.199;20.169;434.18;1.57;1.041;20.837;1.258;0.73;0.0;1.0
0;4;3921;814;166;411.295;3.365;6.982;5.008;1.642;1.974;0.332;4.823;4.757;4.689;4.133;2;3925.939;3.616;4.102;5.483;0.624;-0.081;-1.199;0.79;0.164;0.028;0.0;1.0
0;4;3920;814;150;408.833;3.489;11.576;5.431;1.942;6.144;4.202;5.441;5.318;5.207;5.94;2;4428.805;8.087;4.471;6.02;1.497;1.362;3.298;1.223;0.225;0.043;0.0;1.0
0;0;3917;814;160;399.325;3.34;21.093;4.568;1.229;16.525;15.296;4.96;4.724;4.583;4.29;2;4037.716;17.754;3.978;5.209;4.502;4.531;24.049;2.122;0.428;0.074;0.0;1.0
1;2;3916;814;134;405.493;2.693;84.387;4.455;1.762;79.932;78.169;11.039;6.086;4.712;2.693;1;8985.436;81.694;3.431;6.639;299.073;2.762;6.733;17.294;1.567;0.606;0.0;1.0
0;4;3909;814;166;436.12;3.052;21.912;4.822;1.77;17.09;15.319;5.239;4.947;4.733;4.876;2;4264.455;18.86;3.914;5.273;4.62;3.131;14.695;2.149;0.41;0.075;0.0;1.0
0;0;3907;814;173;420.329;3.273;42.706;5.565;2.292;37.14;34.848;10.33;7.946;6.603;3.273;1;8408.345;39.432;4.64;12.385;75.099;1.702;2.121;8.666;0.839;0.304;0.0;1.0
0;4;3906;814;168;409.625;3.473;9.465;5.152;1.679;4.314;2.635;5.146;5.03;4.925;3.473;1;4188.88;5.992;4.213;5.638;1.33;1.215;1.949;1.153;0.224;0.04;0.0;1.0
0;0;3905;814;149;383.517;2.413;84.305;3.31;0.897;80.995;80.098;9.098;4.865;3.744;2.702;2;7405.803;81.892;2.836;3.902;191.976;2.481;5.768;13.856;1.523;0.486;0.0;1.0
1;0;3905;814;170;399.224;2.906;5.529;4.223;1.317;1.306;-0.011;4.22;4.166;4.112;2.906;1;3435.479;2.623;3.644;4.773;0.449;0.039;-1.071;0.67;0.159;0.023;0.0;1.0
0;0;3902;814;181;411.486;3.199;5.921;4.534;1.335;1.387;0.051;4.582;4.536;4.49;4.18;2;3729.624;2.722;4.045;5.144;0.419;0.092;-1.101;0.647;0.141;0.023;0.0;1.0
0;0;3899;814;127;393.913;2.164;93.867;11.751;9.587;82.116;72.529;21.323;12.332;7.339;2.164;1;17356.584;91.703;4.659;30.681;471.581;1.293;0.682;21.716;1.018;0.761;0.0;1.0
0;0;3898;814;138;404.601;3.397;46.158;4.806;1.409;41.352;39.943;6.245;5.298;4.931;3.737;2;5083.277;42.762;4.105;5.651;33.763;4.222;18.4;5.811;0.93;0.204;0.0;1.0
0;4;3897;814;150;421.407;2.875;85.669;4.362;1.487;81.307;79.82;11.24;6.248;4.822;3.599;2;9149.467;82.794;3.553;6.779;293.476;2.697;6.483;17.131;1.524;0.6;0.0;1.0
0;0;3896;814;166;395.361;3.182;12.009;4.43;1.248;7.579;6.331;4.501;4.42;4.351;4.097;2;3663.68;8.827;3.859;5.004;0.916;2.967;16.852;0.957;0.213;0.034;0.0;1.0
0;0;3896;814;138;397.319;2.935;44.801;4.818;1.883;39.983;38.1;7.329;5.529;4.821;3.17;2;5966.022;41.866;3.67;5.299;61.926;2.746;6.679;7.869;1.074;0.276;0.0;1.0
0;4;3896;814;170;423.729;2.764;67.064;4.658;1.895;62.406;60.511;9.639;6.318;5.073;3.407;2;7846.305;64.3;3.62;8.287;143.981;2.592;6.373;11.999;1.245;0.421;0.0;1.0
0;0;3895;814;161;414.137;3.749;6.761;5.066;1.317;1.695;0.378;5.102;5.047;4.992;3.749;1;4153.141;3.012;4.467;5.737;0.557;0.044;-1.156;0.746;0.146;0.026;0.0;1.0
0;2;3894;814;164;391.018;3.526;7.114;5.414;1.888;1.7;-0.188;5.28;5.209;5.135;3.526;1;4297.837;3.588;4.502;5.973;0.727;-0.166;-1.101;0.852;0.161;0.03;0.0;1.0
0;0;3894;814;143;418.084;3.429;75.786;4.947;1.518;70.838;69.32;7.992;6.067;5.324;11.755;2;6505.226;72.356;4.202;5.832;86.198;4.091;19.444;9.284;1.162;0.325;0.0;1.0
0;2;3894;814;164;409.409;3.131;17.673;4.795;1.664;12.878;11.213;5.226;4.97;4.782;4.987;2;4254.125;14.542;4.288;5.312;3.81;2.48;7.324;1.952;0.373;0.068;0.0;1.0
0;2;3891;814;168;403.905;3.261;6.11;4.581;1.32;1.529;0.209;4.592;4.541;4.49;3.769;2;3737.924;2.849;4.009;5.182;0.462;0.024;-1.15;0.679;0.148;0.024;0.0;1.0
0;4;3891;814;165;403.345;3.159;6.985;4.82;1.662;2.165;0.503;4.65;4.583;4.514;4.164;2;3785.282;3.827;3.955;5.289;0.613;-0.039;-1.071;0.783;0.168;0.027;0.0;1.0
0;0;3889;814;170;402.971;3.738;6.909;5.212;1.473;1.698;0.224;5.236;5.174;5.113;4.266;2;4261.822;3.171;4.499;5.919;0.633;0.032;-1.229;0.796;0.152;0.028;0.0;1.0
0;2;3888;814;159;391.975;3.464;6.432;4.894;1.429;1.539;0.109;4.887;4.831;4.774;4.364;2;3977.944;2.968;4.302;5.447;0.544;0.07;-1.026;0.738;0.151;0.026;0.0;1.0
0;0;3888;814;160;419.481;2.777;100.117;4.259;1.482;95.858;94.376;15.265;7.593;5.28;3.422;2;12425.544;97.34;3.609;14.766;473.485;2.041;3.236;21.76;1.425;0.763;0.0;1.0
0;2;3885;814;157;404.713;2.143;145.508;3.74;1.597;141.768;140.17;17.441;7.553;4.792;3.661;2;14197.277;143.365;3.329;18.932;710.532;2.242;4.626;26.656;1.528;0.934;0.0;1.0
0;2;3884;814;182;403.659;3.306;6.265;4.82;1.514;1.446;-0.068;4.681;4.627;4.57;5.632;2;3810.437;2.96;4.004;5.243;0.49;-0.25;-1.109;0.7;0.15;0.025;0.0;1.0
1;2;3884;814;171;401.784;3.995;106.045;21.186;17.19;84.859;67.669;26.937;22.887;19.705;3.995;1;21926.825;102.05;15.094;34.512;273.559;1.459;2.113;16.54;0.614;0.58;0.0;1.0
1;2;3884;814;187;392.583;3.429;78.122;22.632;19.203;55.49;36.288;25.113;21.905;18.623;17.186;2;20441.768;74.693;16.263;31.428;167.395;1.001;0.935;12.938;0.515;0.453;0.0;1.0
1;2;3884;814;191;420.749;3.104;69.21;19.081;15.977;50.128;34.152;21.15;18.049;14.885;16.569;2;17216.369;66.105;13.198;26.193;142.921;1.375;2.544;11.955;0.565;0.419;0.0;1.0
0;0;3883;814;171;414.83;3.597;6.548;5.002;1.405;1.546;0.141;5.088;5.04;4.992;4.427;2;4141.488;2.951;4.504;5.687;0.489;0.193;-0.998;0.699;0.137;0.025;0.0;1.0
0;0;3883;814;174;400.523;3.158;9.658;4.458;1.3;5.201;3.901;4.603;4.518;4.443;3.628;2;3746.733;6.501;3.924;5.087;0.891;1.601;4.41;0.944;0.205;0.033;0.0;1.0
0;2;3882;814;154;408.266;3.067;77.4;5.631;2.563;71.769;69.206;12.274;7.882;5.993;3.637;2;9990.679;74.332;3.926;13.098;195.103;2.026;3.48;13.968;1.138;0.49;0.0;1.0
0;2;3882;814;152;393.776;2.776;34.278;4.743;1.967;29.535;27.568;6.509;5.415;4.814;3.004;2;5298.037;31.503;3.561;6.293;25.361;2.439;6.146;5.036;0.774;0.177;0.0;1.0
1;2;3882;814;162;441.5;2.67;100.028;4.777;2.107;95.251;93.144;14.569;7.828;5.602;2.67;1;11858.934;97.358;4.314;12.505;397.819;2.083;3.464;19.945;1.369;0.699;0.0;1.0
0;2;3881;814;161;385.404;3.249;5.8;4.747;1.498;1.053;-0.445;4.611;4.562;4.51;3.249;1;3753.505;2.551;4.047;5.123;0.437;-0.287;-1.058;0.661;0.143;0.023;0.0;1.0
0;0;3879;814;176;410.239;3.614;43.315;4.796;1.182;38.519;37.337;5.985;5.203;4.926;4.136;2;4872.067;39.701;4.257;5.444;30.456;4.984;25.144;5.519;0.922;0.193;0.0;1.0
0;2;3878;814;130;424.992;2.879;33.37;4.603;1.724;28.766;27.042;6.653;5.398;4.821;2.879;1;5415.195;30.49;4.094;5.135;34.755;2.645;6.283;5.895;0.886;0.207;0.0;1.0
1;0;3877;814;179;414.855;1.935;155.28;9.905;7.97;145.375;137.404;17.544;10.272;6.441;1.935;1;14280.906;153.345;3.632;24.582;369.946;2.24;7.336;19.234;1.096;0.674;0.0;1.0
1;2;3872;814;150;397.9;1.775;125.478;10.099;8.324;115.379;107.054;22.414;11.734;6.916;1.775;1;18244.741;123.703;4.107;29.404;688.467;1.551;1.422;26.239;1.171;0.92;0.0;1.0
0;4;3868;814;187;405.567;3.143;5.748;4.5;1.357;1.249;-0.109;4.426;4.377;4.328;3.143;1;3602.63;2.606;3.868;4.988;0.417;-0.153;-1.18;0.646;0.146;0.023;0.0;1.0
1;0;3867;814;152;441.026;2.933;86.455;4.238;1.305;82.217;80.912;12.404;7.318;5.302;3.475;2;10097.025;83.522;3.468;17.142;233.577;2.227;5.006;15.283;1.232;0.536;0.0;1.0
0;4;3865;814;160;412.644;2.111;110.14;3.7;1.589;106.44;104.851;17.394;7.855;4.881;3.22;2;14159.016;108.029;3.278;20.827;583.469;1.818;2.368;24.155;1.389;0.847;0.0;1.0
0;0;3862;814;121;411.116;2.58;79.93;3.772;1.193;76.158;74.966;9.983;5.745;4.387;3.012;2;8126.123;77.351;3.103;9.617;204.945;2.691;6.976;14.316;1.434;0.502;0.0;1.0
0;4;3861;814;141;420.652;2.756;110.446;4.429;1.673;106.017;104.344;11.215;6.19;4.762;3.407;2;9128.93;107.69;3.498;6.296;299.13;2.845;8.177;17.295;1.542;0.606;0.0;1.0
0;0;3861;814;139;405.072;3.099;64.942;4.762;1.664;60.18;58.516;9.816;6.489;5.224;3.099;1;7990.482;61.843;3.813;9.318;139.141;2.413;5.385;11.796;1.202;0.413;0.0;1.0
0;0;3860;814;163;392.215;3.498;61.624;4.895;1.397;56.729;55.331;6.08;5.242;4.969;4.35;2;4949.136;58.126;4.317;5.473;38.883;5.968;38.539;6.236;1.026;0.219;0.0;1.0
0;2;3860;814;168;397.56;3.1;5.791;4.482;1.382;1.309;-0.073;4.438;4.386;4.333;3.1;1;3612.619;2.691;3.878;4.976;0.449;-0.12;-1.115;0.67;0.151;0.023;0.0;1.0
0;0;3855;814;180;399.156;3.239;48.016;4.851;1.612;43.164;41.552;6.821;5.631;5.029;4.748;2;5552.387;44.776;3.882;5.706;31.854;2.927;10.45;5.644;0.827;0.198;0.0;1.0
0;0;3854;814;146;407.041;3.223;56.16;4.843;1.62;51.317;49.698;7.831;5.805;5.002;3.56;2;6374.137;52.937;3.811;5.915;73.945;2.83;7.78;8.599;1.098;0.301;0.0;1.0
