id;direction;distance;len;Кол-во пиков;Сред.зн.пика;Min;Max;Медиана;Смещение низ;Смещение верх;Смещение;Mean;Геом.сред.;Гарм.сред.;Сумма;Размах;Ниж.квартиль;Верх.квартиль;Дисперсия;Асимметрия;Куртозис;Std откл.; Коэф.вариации;Std ошибка
0;0;3811;1665;236;833.072;1.327;217.265;2.509;1.182;214.756;0.547;20.807;6.43;3.014;34643.653;215.938;1.684;28.99;1068.864;2.302;5.862;32.693;1.571;0.801
2;2;5147;1665;262;831.622;1.5;255.785;3.168;1.668;252.617;0.656;25.948;7.142;3.894;43203.912;254.285;2.579;15.695;2398.16;2.301;4.302;48.971;1.887;1.2
0;2;5677;1665;281;839.833;2.851;23.374;5.15;2.298;18.224;11.2;5.727;5.182;4.809;9535.465;20.522;3.719;5.829;9.359;2.3;6.375;3.059;0.534;0.075
0;2;5761;1665;335;863.316;2.875;16.185;4.15;1.275;12.035;9.579;4.966;4.606;4.365;8268.309;13.309;3.557;5.132;5.417;2.3;4.999;2.327;0.469;0.057
0;4;4508;1665;296;839.172;2.329;54.63;4.223;1.893;50.407;3.62;7.651;5.303;4.314;12738.897;52.3;3.025;7.021;71.505;2.3;4.943;8.456;1.105;0.207
1;2;4349;1665;265;816.317;2.165;37.997;3.946;1.781;34.051;4.969;6.087;4.599;3.886;10134.254;35.832;2.802;5.836;33.912;2.298;5.201;5.823;0.957;0.143
0;0;5157;1665;322;835.776;2.276;86.116;4.393;2.117;81.723;2.525;11.601;7.077;5.185;19316.278;83.84;3.789;13.557;199.429;2.297;5.217;14.122;1.217;0.346
1;2;5497;1665;270;850.359;2.684;28.171;4.731;2.047;23.44;8.032;6.093;5.124;4.583;10144.746;25.487;3.475;5.491;20.464;2.296;5.003;4.524;0.742;0.111
0;2;4262;1665;342;831.07;2.686;15.661;4.358;1.672;11.303;12.885;4.606;4.37;4.189;7669.354;12.975;3.411;4.929;2.971;2.295;6.787;1.724;0.374;0.042
0;2;5784;1665;281;834.612;1.407;191.409;2.628;1.221;188.781;0.643;17.204;5.68;3.353;28644.572;190.002;2.369;13.648;885.224;2.295;4.921;29.753;1.729;0.729
0;2;5279;1665;283;853.216;2.071;32.314;3.744;1.672;28.571;5.529;5.408;4.266;3.683;9005.082;30.243;2.701;5.083;22.424;2.293;5.096;4.735;0.876;0.116
0;2;4264;1665;375;820.381;2.114;15.993;3.308;1.195;12.685;8.609;3.977;3.694;3.486;6620.959;13.88;2.908;4.589;3.176;2.291;7.264;1.782;0.448;0.044
2;4;5205;1665;265;810.223;1.397;147.552;3.297;1.9;144.255;1.3;14.487;6.458;3.895;24121.233;146.155;2.586;16.44;449.95;2.289;5.222;21.212;1.464;0.52
0;0;4478;1665;284;860.137;2.182;213.521;3.34;1.158;210.181;0.548;27.011;8.423;4.46;44972.907;211.339;2.657;27.9;2204.049;2.286;4.218;46.947;1.738;1.151
0;2;4346;1665;408;845.613;2.791;17.808;4.257;1.467;13.55;9.767;4.964;4.658;4.435;8264.672;15.017;3.721;5.431;4.287;2.281;6.471;2.071;0.417;0.051
0;0;4284;1665;312;837.096;2.395;17.845;4.251;1.856;13.594;12.013;4.704;4.354;4.099;7832.317;15.45;3.56;4.651;4.771;2.281;5.994;2.184;0.464;0.054
0;0;4110;1665;257;846.576;1.587;173.063;3.054;1.467;170.009;0.855;17.273;6.581;3.792;28760.355;171.476;2.453;22.408;731.553;2.281;5.233;27.047;1.566;0.663
2;4;4196;1665;330;845.103;2.663;15.768;4.205;1.542;11.562;11.768;4.342;4.194;4.068;7229.438;13.104;3.408;4.889;1.604;2.273;10.189;1.267;0.292;0.031
2;0;4157;1665;226;834.885;2.009;112.22;3.781;1.772;108.439;1.608;13.486;6.974;4.637;22454.353;110.211;3.123;16.562;331.614;2.27;5.292;18.21;1.35;0.446
0;2;5282;1665;282;807.84;2.649;25.655;4.719;2.07;20.936;8.997;5.439;4.84;4.451;9056.102;23.006;3.432;5.371;10.175;2.268;5.48;3.19;0.586;0.078
2;4;5779;1665;352;857.259;1.555;200.716;2.783;1.228;197.933;0.617;19.122;5.988;3.493;31838.699;199.161;2.497;14.894;1128.031;2.267;4.648;33.586;1.756;0.823
0;2;5157;1665;268;808.257;2.256;97.097;4.102;1.847;92.995;1.947;11.902;6.188;4.381;19816.353;94.841;2.92;12.232;286.184;2.266;4.732;16.917;1.421;0.415
0;0;3771;1665;371;835.763;2.456;14.857;4.143;1.687;10.714;13.605;4.335;4.112;3.939;7217.6;12.401;3.297;4.586;2.635;2.265;6.526;1.623;0.374;0.04
0;2;4561;1665;274;843.04;2.754;31.577;4.983;2.23;26.594;7.736;6.069;5.258;4.756;10105.502;28.823;3.57;5.888;15.777;2.263;5.626;3.972;0.654;0.097
0;4;5417;1665;385;838.231;2.733;13.519;4.074;1.341;9.445;12.433;4.255;4.143;4.047;7085.063;10.786;3.517;4.774;1.166;2.262;10.282;1.08;0.254;0.026
0;0;3824;1665;284;825.12;2.34;75.484;4.414;2.074;71.069;2.836;10.136;6.527;5.031;16876.568;73.144;3.986;10.871;141.674;2.262;5.1;11.903;1.174;0.292
0;4;4811;1665;309;827.621;2.564;30.935;4.455;1.89;26.48;6.662;6.131;5.207;4.673;10208.659;28.37;4.03;5.8;19.113;2.261;5.039;4.372;0.713;0.107
0;2;5260;1665;240;806.321;1.41;155.962;4.061;2.651;151.901;1.715;17.306;6.903;3.998;28814.843;154.552;2.529;14.786;740.897;2.261;4.695;27.219;1.573;0.667
0;0;3802;1665;290;792.11;2.638;111.25;8.186;5.548;103.064;5.108;15.5;9.036;6.042;25807.766;108.612;3.371;19.438;339.071;2.257;5.427;18.414;1.188;0.451
0;0;4657;1665;328;827.628;2.406;26.849;4.33;1.924;22.519;7.873;5.613;4.919;4.465;9346.03;24.443;3.867;6.097;12.097;2.256;5.784;3.478;0.62;0.085
0;0;3815;1665;244;827.168;1.552;157.193;2.582;1.03;154.611;0.662;16.342;5.927;3.237;27208.654;155.641;1.929;23.245;631.662;2.256;5.554;25.133;1.538;0.616
1;4;4775;1665;276;839.54;1.429;204.131;2.676;1.247;201.455;0.615;17.555;5.857;3.232;29229.819;202.702;2.103;19.565;825.509;2.254;5.262;28.732;1.637;0.704
2;2;5445;1665;319;820.947;1.692;182.058;3.256;1.564;178.802;0.867;18.741;6.651;4.063;31204.36;180.366;2.899;11.603;1015.759;2.253;4.508;31.871;1.701;0.781
0;0;3878;1665;353;837.87;2.581;13.712;3.98;1.399;9.733;12.567;4.419;4.201;4.038;7357.526;11.132;3.338;4.941;2.662;2.251;5.92;1.632;0.369;0.04
1;3;5362;1665;256;814.066;2.25;69.302;4.154;1.904;65.147;2.84;8.815;5.496;4.243;14676.733;67.052;2.882;8.054;119.546;2.251;4.596;10.934;1.24;0.268
0;0;3729;1665;329;833.821;2.757;14.529;4.329;1.573;10.2;13.358;4.757;4.498;4.305;7920.047;11.773;3.556;5.113;3.421;2.246;5.785;1.849;0.389;0.045
0;0;3830;1665;269;834.416;1.65;167.79;2.658;1.008;165.132;0.606;15.199;5.819;3.343;25306.931;166.14;2.065;20.977;546.946;2.246;5.259;23.387;1.539;0.573
0;4;5305;1665;291;842.165;2.904;31.533;5.14;2.236;26.393;7.809;6.524;5.507;4.919;10862.867;28.629;3.681;5.968;22.266;2.246;5.016;4.719;0.723;0.116
0;0;4329;1665;294;848.245;2.116;15.052;3.799;1.683;11.253;13.013;4.234;3.916;3.685;7049.76;12.936;3.26;4.203;3.896;2.243;5.533;1.974;0.466;0.048
0;0;3664;1665;422;834.879;2.415;15.75;3.667;1.252;12.083;9.388;4.299;4.025;3.826;7158.642;13.334;3.246;4.638;3.337;2.238;6.093;1.827;0.425;0.045
0;2;4381;1665;271;839.266;1.568;110.522;2.672;1.104;107.85;1.013;12.88;5.297;3.234;21444.397;108.954;2.04;15.927;393.758;2.238;4.606;19.843;1.541;0.486
1;3;5850;1665;276;843.355;2.33;28.335;4.149;1.819;24.186;6.997;5.79;4.649;4.06;9639.878;26.005;3.039;5.3;23.815;2.238;4.454;4.88;0.843;0.12
2;4;5903;1665;284;794.398;1.245;215.07;2.319;1.074;212.751;0.502;20.336;5.152;2.892;33859.913;213.825;2.051;9.125;1485.818;2.238;4.125;38.546;1.895;0.945
0;2;4842;1665;296;811.584;1.607;151.11;3.081;1.474;148.029;0.986;14.79;5.997;3.661;24626.032;149.503;2.546;18.544;519.543;2.237;5.047;22.793;1.541;0.559
2;2;5495;1665;272;841.853;1.329;163.998;2.534;1.205;161.464;0.741;18.223;5.711;3.252;30341.54;162.669;2.279;16.367;1003.422;2.237;4.338;31.677;1.738;0.776
0;4;4815;1665;294;828.724;2.413;38.607;4.238;1.824;34.369;5.041;6.654;5.045;4.279;11079.466;36.193;3.109;5.969;39.999;2.235;4.607;6.324;0.95;0.155
0;4;5174;1665;241;830.722;1.859;104.865;4.166;2.306;100.699;2.239;11.296;6.545;4.598;18808.576;103.006;3.263;13.186;195.507;2.231;5.495;13.982;1.238;0.343
1;3;5754;1665;264;838.367;2.363;32.536;4.184;1.821;28.352;6.034;5.866;4.728;4.126;9766.498;30.173;3.069;5.648;23.572;2.23;4.709;4.855;0.828;0.119
2;2;5585;1665;355;832.994;2.91;12.862;4.333;1.423;8.53;14.294;4.4;4.308;4.226;7326.546;9.952;3.714;4.928;0.962;2.229;11.541;0.981;0.223;0.024
0;0;5068;1665;282;842.401;2.248;66.821;4.326;2.078;62.496;3.218;9.838;6.564;5.03;16380.118;64.574;3.877;12.281;114.476;2.229;5.34;10.699;1.088;0.262
1;2;5328;1665;249;874.116;2.394;55.984;4.28;1.885;51.705;3.518;8.202;5.478;4.37;13656.027;53.59;3.06;7.624;88.736;2.227;4.443;9.42;1.149;0.231
0;4;4718;1665;295;819.692;1.585;149.072;2.984;1.398;146.088;0.948;16.938;6.327;3.71;28201.791;147.487;2.644;21.265;720.757;2.226;4.778;26.847;1.585;0.658
2;2;4579;1665;277;817.004;2.388;30.207;4.333;1.945;25.874;6.991;5.787;4.975;4.476;9635.475;27.819;3.812;5.875;15.163;2.225;5.288;3.894;0.673;0.095
1;2;4739;1665;263;787.004;2.191;28.845;3.933;1.741;24.913;6.533;5.598;4.473;3.891;9321.201;26.654;2.894;5.146;22.644;2.225;4.446;4.759;0.85;0.117
0;0;5836;1665;315;844.083;1.882;220.208;3.382;1.5;216.826;0.687;24.509;7.464;4.29;40807.601;218.326;3.023;21.89;1880.694;2.225;4.063;43.367;1.769;1.063
1;3;5116;1665;255;833.439;2.743;22.218;4.752;2.009;17.465;10.318;5.409;4.882;4.532;9006.182;19.475;3.567;5.379;8.702;2.222;5.218;2.95;0.545;0.072
0;0;3957;1665;273;838.747;1.455;231.775;2.613;1.158;229.162;0.503;22.763;5.993;3.296;37900.568;230.32;2.325;14.449;1740.507;2.221;4.22;41.719;1.833;1.022
0;4;4100;1665;296;821.223;2.885;15.875;4.57;1.685;11.305;12.971;4.883;4.656;4.479;8130.778;12.99;3.724;5.341;2.96;2.219;6.528;1.721;0.352;0.042
1;4;4500;1665;245;851.771;2.397;47.624;4.376;1.979;43.248;4.376;7.307;5.257;4.328;12166.595;45.227;3.034;6.93;56.622;2.209;4.577;7.525;1.03;0.184
0;4;4196;1665;199;825.829;1.105;201.117;3.688;2.584;197.429;1.292;20.913;6.58;2.959;34820.041;200.012;1.717;28.534;1038.774;2.205;4.936;32.23;1.541;0.79
1;2;4436;1665;245;834.955;2.395;37.966;4.304;1.908;33.662;5.365;6.45;4.967;4.231;10739.427;35.571;3.058;6.125;34.752;2.202;4.468;5.895;0.914;0.144
2;4;5371;1665;270;827.193;1.391;174.243;3.214;1.823;171.029;1.055;18.606;6.673;3.73;30978.625;172.852;2.397;16.592;897.372;2.2;4.479;29.956;1.61;0.734
1;2;4514;1665;248;811.952;2.205;73.74;4.145;1.94;69.595;2.712;9.437;5.663;4.283;15712.495;71.535;2.879;9.018;143.996;2.2;4.392;12;1.272;0.294
1;4;4930;1665;247;860.887;1.422;166.16;2.626;1.204;163.534;0.731;16.277;5.507;3.11;27100.561;164.738;2.027;17.037;714.72;2.199;4.608;26.734;1.642;0.655
0;0;3817;1665;324;834.586;2.833;37.055;5.107;2.274;31.948;6.644;7.589;6.187;5.43;12636.045;34.222;4.553;7.426;37.359;2.199;4.263;6.112;0.805;0.15
0;0;4253;1665;305;853.705;2.712;15.769;4.658;1.946;11.112;14.902;4.971;4.696;4.483;8276.614;13.058;3.863;5.083;3.706;2.197;5.983;1.925;0.387;0.047
0;0;3913;1665;302;842.043;1.44;239.108;2.532;1.092;236.576;0.459;23.905;5.965;3.208;39801.9;237.668;2.257;15.915;1969.708;2.197;3.996;44.381;1.857;1.088
0;2;4370;1665;273;829.568;1.88;135.142;3.566;1.686;131.576;1.265;14.025;6.249;4.026;23351.813;133.262;2.659;15.02;437.578;2.193;4.69;20.918;1.491;0.513
0;0;3821;1665;320;824.959;2.453;55.079;4.414;1.96;50.665;3.725;8.504;6.106;5.002;14159.735;52.625;3.958;9.3;75.441;2.193;4.618;8.686;1.021;0.213
1;2;4835;1665;269;848.758;2.341;56.753;4.22;1.879;52.533;3.454;8.136;5.4;4.293;13547.1;54.412;2.97;7.691;88.261;2.189;4.12;9.395;1.155;0.23
1;2;4087;1665;260;835.223;1.445;183.529;2.669;1.224;180.86;0.672;14.044;5.298;3.127;23384.086;182.084;2.037;16.126;478.15;2.181;5.694;21.867;1.557;0.536
0;2;5659;1665;341;830.812;2.827;18.545;4.728;1.901;13.817;12.097;4.878;4.612;4.402;8122.292;15.719;3.574;5.331;3.465;2.176;6.853;1.861;0.382;0.046
0;0;3922;1665;273;854.278;1.488;202.628;2.683;1.195;199.945;0.594;19.114;6.056;3.455;31825.433;201.14;2.429;17.789;1047.385;2.176;4.419;32.363;1.693;0.793
0;0;4177;1665;276;830.971;1.82;99.23;3.556;1.736;95.675;1.782;11.816;6.088;4.156;19673.724;97.411;2.843;15.176;261.064;2.173;4.612;16.157;1.367;0.396
1;3;4984;1665;245;811.669;2.366;41.43;4.327;1.961;37.103;5.02;7.077;5.147;4.271;11783.353;39.064;3.039;6.538;51.541;2.17;4.121;7.179;1.014;0.176
0;0;4728;1665;347;825.507;2.267;15.518;4.045;1.778;11.473;13.42;4.522;4.203;3.967;7529.915;13.251;3.61;4.461;4.078;2.168;5.25;2.019;0.447;0.049
1;4;5074;1665;239;861.828;2.258;57.035;4.057;1.799;52.979;3.284;7.78;5.203;4.137;12954.42;54.777;2.882;7.345;77.693;2.167;4.234;8.814;1.133;0.216
1;3;5437;1665;268;822.343;2.091;34.679;3.9;1.809;30.779;5.551;6.151;4.572;3.832;10241.727;32.588;2.733;5.81;36.251;2.163;3.956;6.021;0.979;0.148
0;4;4393;1665;259;849.22;1.824;134.792;3.416;1.591;131.376;1.197;13.555;5.972;3.824;22568.921;132.968;2.527;16.201;405.938;2.161;4.607;20.148;1.486;0.494
0;4;4512;1665;376;840.428;2.648;14.249;4.433;1.785;9.817;15.386;4.478;4.288;4.133;7455.166;11.602;3.406;4.84;2.175;2.158;7.179;1.475;0.329;0.036
0;2;5402;1665;309;812.401;1.947;33.699;3.662;1.715;30.036;5.402;6.067;4.427;3.675;10101.005;31.752;2.632;5.593;37.226;2.158;4.046;6.101;1.006;0.15
0;0;4905;1665;368;839.446;2.757;55.86;5.102;2.345;50.758;4.416;9.806;7.058;5.735;16326.56;53.103;4.484;10.923;97.68;2.156;4.196;9.883;1.008;0.242
0;2;4320;1665;297;818.529;2.395;35.748;4.254;1.859;31.495;5.573;6.377;4.951;4.229;10617.288;33.353;3.068;5.869;32.208;2.154;4.392;5.675;0.89;0.139
0;0;4348;1665;266;834.083;2.266;213.317;4.674;2.408;208.644;1.141;27.943;9.435;4.853;46525.722;211.051;2.74;30.329;2025.124;2.154;3.767;45.001;1.61;1.103
0;0;4829;1665;353;841.099;2.791;26.434;5.07;2.279;21.364;9.639;5.834;5.38;5.039;9714.241;23.643;4.502;6.131;7.384;2.153;6.112;2.717;0.466;0.067
0;0;4256;1665;255;824.035;2.065;99.809;3.772;1.707;96.037;1.746;11.827;6.332;4.414;19692.65;97.744;3.072;14.837;249.348;2.153;4.497;15.791;1.335;0.387
0;0;4250;1665;300;857.313;2.293;21.096;4.068;1.775;17.028;9.439;4.951;4.365;3.984;8243.816;18.803;3.009;4.896;8.964;2.146;4.634;2.994;0.605;0.073
1;3;5653;1665;273;815.154;2.816;29.905;4.864;2.048;25.041;7.562;6.363;5.324;4.738;10595.208;27.09;3.569;5.749;22.292;2.146;4.122;4.721;0.742;0.116
0;2;4271;1665;277;825.646;1.832;95.648;3.462;1.63;92.187;1.737;11.726;5.558;3.744;19523.95;93.817;2.478;11.412;296.412;2.146;4.02;17.217;1.468;0.422
2;2;5518;1665;286;838.577;1.306;176.446;2.603;1.297;173.843;0.741;18.422;5.843;3.307;30671.969;175.14;2.298;16.162;978.017;2.142;4.009;31.273;1.698;0.766
1;2;4175;1665;270;828.011;2.473;51.454;4.428;1.955;47.026;3.991;7.576;5.422;4.455;12613.786;48.981;3.142;7.179;61.343;2.141;4.025;7.832;1.034;0.192
1;4;4911;1665;259;818.761;2.772;24.935;4.868;2.096;20.067;9.457;5.947;5.16;4.679;9901.254;22.163;3.568;5.706;14.996;2.14;4.257;3.872;0.651;0.095
0;0;4415;1665;257;833.397;2.334;185.023;3.842;1.508;181.181;0.825;25.225;9.167;5.078;41999.016;182.689;3.023;25.568;1608.215;2.135;3.693;40.103;1.59;0.983
0;4;4317;1665;338;850.423;2.899;16.899;4.808;1.909;12.091;13.636;5.149;4.857;4.635;8572.997;14;3.822;5.458;4.117;2.133;5.253;2.029;0.394;0.05
1;2;3951;1665;278;806.612;1.308;157.42;2.444;1.136;154.976;0.728;15.415;5.395;3.029;25666.268;156.112;2.043;17.585;603.361;2.133;4.339;24.563;1.593;0.602
0;4;5349;1665;244;868.898;1.856;116.975;4.449;2.593;112.526;2.252;14.465;7.277;4.75;24084.523;115.119;3.219;15.176;394.749;2.131;4.1;19.868;1.374;0.487
1;4;4427;1665;270;832.611;2.252;68.524;4.051;1.799;64.472;2.715;8.998;5.495;4.191;14982.03;66.272;2.848;8.229;125.092;2.131;4.013;11.184;1.243;0.274
1;4;4637;1665;296;850.044;1.748;134.705;3.276;1.527;131.429;1.149;15.323;6.071;3.712;25512.433;132.957;2.327;14.415;571.062;2.13;4.17;23.897;1.56;0.586
2;2;4061;1665;332;844.172;2.746;12.877;4.37;1.624;8.507;16.026;4.445;4.3;4.176;7400.176;10.131;3.487;5.028;1.573;2.128;8.417;1.254;0.282;0.031
1;2;3874;1665;282;821.245;1.367;177.429;2.557;1.19;174.872;0.676;18.04;5.988;3.218;30036.649;176.062;2.279;23.227;821.012;2.125;4.502;28.653;1.588;0.702
1;2;6499;1665;269;810.933;1.743;114.969;5.498;3.755;109.471;3.316;13.834;7.318;4.658;23033.495;113.226;2.697;19.014;303.907;2.123;4.843;17.433;1.26;0.427
0;0;4528;1665;273;809.579;2.578;172.043;3.418;0.841;168.625;0.496;21.86;7.941;4.741;36397.072;169.465;3.042;18.331;1293.016;2.121;3.557;35.959;1.645;0.881
0;0;3715;1665;305;829.108;2.714;13.089;4.076;1.362;9.013;13.125;4.425;4.25;4.11;7366.796;10.375;3.431;4.887;2.002;2.119;6.127;1.415;0.32;0.035
0;2;5205;1665;287;849.791;2.851;22.686;5.17;2.319;17.517;11.69;5.895;5.279;4.864;9815.192;19.836;3.723;5.945;10.846;2.116;4.699;3.293;0.559;0.081
1;2;4312;1665;255;824.027;1.994;87.505;3.599;1.605;83.907;1.877;11.4;5.66;3.903;18980.176;85.511;2.539;10.681;266.629;2.114;3.783;16.329;1.432;0.4
0;0;3924;1665;266;818.966;1.443;187.846;2.535;1.092;185.311;0.586;19.288;5.776;3.248;32114.704;186.403;2.257;17.162;1098.724;2.108;3.755;33.147;1.719;0.812
0;2;5458;1665;304;827.717;2.327;22.868;4.146;1.819;18.722;8.854;5.248;4.476;4.015;8737.729;20.541;3.012;5.169;13.07;2.106;4.125;3.615;0.689;0.089
0;0;3753;1665;339;846.696;2.541;12.653;4.212;1.672;8.441;16.531;4.34;4.176;4.042;7225.939;10.113;3.416;4.675;1.814;2.105;6.32;1.347;0.31;0.033
0;0;5734;1665;319;822.517;1.968;120.887;3.318;1.35;117.569;1.135;16.141;6.426;4.131;26875.581;118.919;3.007;13.705;676.792;2.103;3.423;26.015;1.612;0.638
0;0;4009;1665;211;833.687;1.517;108.026;11.076;9.56;96.95;8.975;17.202;11.178;7.533;28640.741;106.509;5.607;20.622;320.813;2.102;4.624;17.911;1.041;0.439
0;2;4420;1665;283;831.82;1.762;151.904;3.245;1.483;148.659;0.987;15.711;6.444;3.918;26158.652;150.142;2.691;18.779;555.99;2.101;4.29;23.579;1.501;0.578
0;0;3909;1665;282;827.007;1.42;198.331;2.546;1.126;195.785;0.572;22.688;6.158;3.254;37775.017;196.911;2.252;24.241;1534.972;2.1;3.727;39.179;1.727;0.96
1;2;5148;1665;257;839.42;1.585;111.705;2.943;1.358;108.762;1.234;13.596;5.466;3.344;22636.952;110.12;2.1;13.557;442.256;2.098;3.803;21.03;1.547;0.515
2;4;5837;1665;359;826.585;3.211;13.121;4.737;1.526;8.384;15.395;4.853;4.748;4.656;8080.137;9.91;4.091;5.434;1.211;2.097;8.973;1.1;0.227;0.027
0;0;4507;1665;300;841.69;2.196;100.894;2.99;0.793;97.904;0.804;9.699;5.114;3.722;16148.381;98.698;2.72;7.203;182.526;2.097;4.064;13.51;1.393;0.331
2;4;5209;1665;290;824.272;1.576;161.037;4.174;2.598;156.863;1.629;18.246;8.117;4.575;30378.825;159.461;2.84;24.703;620.009;2.096;4.452;24.9;1.365;0.61
0;0;3809;1665;313;842.518;2.936;29.242;5.221;2.285;24.022;8.684;6.406;5.717;5.259;10666.246;26.306;4.565;6.068;13.314;2.091;4.531;3.649;0.57;0.089
1;4;4483;1665;280;830.368;2.421;14.225;3.925;1.504;10.299;12.743;4.354;4.029;3.798;7250.181;11.803;3.039;4.433;4.059;2.09;4.526;2.015;0.463;0.049
1;2;5061;1665;247;830.939;2.121;31.454;3.841;1.72;27.614;5.863;5.926;4.488;3.783;9867.461;29.334;2.706;5.69;30.632;2.09;3.665;5.535;0.934;0.136
0;2;4601;1665;289;832.024;1.625;137.109;2.979;1.354;134.13;0.999;15.409;6.139;3.675;25656.28;135.484;2.579;18.891;546.722;2.089;4.066;23.382;1.517;0.573
0;0;4804;1665;311;807.154;2.873;27.195;5.064;2.191;22.131;9.008;6.706;5.799;5.246;11165.024;24.322;4.498;6.499;19.427;2.088;3.886;4.408;0.657;0.108
0;4;4719;1665;289;814.097;2.352;59.512;4.211;1.859;55.301;3.253;8.662;5.527;4.296;14421.677;57.16;2.942;8.334;105.297;2.087;3.657;10.261;1.185;0.251
1;3;4867;1665;262;848.198;2.265;43.739;4.135;1.87;39.604;4.509;6.728;4.944;4.112;11202.555;41.474;2.911;6.543;43.985;2.086;3.678;6.632;0.986;0.163
1;0;3846;1665;252;820.556;1.692;146.807;2.804;1.112;144.003;0.766;14.775;6.003;3.516;24601.205;145.115;2.156;20.098;472.668;2.085;4.365;21.741;1.471;0.533
0;0;3990;1665;286;820.629;1.53;149.857;2.722;1.192;147.135;0.804;16.275;5.566;3.384;27098.421;148.327;2.452;11.675;756.963;2.084;3.48;27.513;1.69;0.674
0;0;4597;1665;270;827.178;2.028;90.105;3.392;1.364;86.713;1.549;10.756;5.763;4.086;17908.076;88.077;2.732;10.7;209.821;2.082;3.87;14.485;1.347;0.355
0;4;4932;1665;259;825.062;2.233;70.195;4.283;2.049;65.912;3.016;9.676;6.467;5;16109.832;67.962;3.847;10.994;109.774;2.081;4.36;10.477;1.083;0.257
1;4;5249;1665;246;838.224;2.302;29.351;4.09;1.787;25.261;6.608;5.771;4.622;4.007;9609.371;27.048;2.934;5.665;22.766;2.08;3.751;4.771;0.827;0.117
1;0;4604;1665;265;829.921;1.917;63.403;2.858;0.941;60.545;1.53;8.551;4.721;3.529;14236.614;61.486;2.614;7.26;137.564;2.08;3.331;11.729;1.372;0.287
0;2;4505;1665;268;821.53;1.717;126.439;3.15;1.433;123.289;1.149;14.516;6.108;3.784;24168.656;124.722;2.59;16.474;473.041;2.079;3.946;21.75;1.498;0.533
0;2;3864;1665;211;823.327;1.622;112.114;12.109;10.487;100.005;9.491;18.107;12.163;8.249;30148.462;110.492;6.334;22.884;312.992;2.075;4.931;17.692;0.977;0.434
0;0;3762;1665;235;850.238;1.671;126.085;10.955;9.284;115.13;7.462;17.43;11.412;7.711;29020.635;124.414;5.875;21.382;317.825;2.074;4.783;17.828;1.023;0.437
0;0;4182;1665;254;839.567;1.598;108.678;3.035;1.437;105.643;1.342;12.521;5.762;3.689;20847.793;107.08;2.507;15.264;320.151;2.071;3.962;17.893;1.429;0.439
1;4;5205;1665;260;812.115;2.077;31.984;3.905;1.827;28.08;6.111;5.947;4.513;3.805;9902.45;29.907;2.711;5.77;30.393;2.067;3.573;5.513;0.927;0.135
0;0;3637;1665;387;830.86;2.547;38.437;3.984;1.437;34.453;4.004;6.31;5.153;4.481;10506.181;35.89;3.353;7.491;23.36;2.066;4.655;4.833;0.766;0.118
0;4;4630;1665;284;831.338;2.119;56.136;3.831;1.713;52.304;3.171;7.872;5.086;3.96;13106.179;54.017;2.727;7.361;83.241;2.066;3.67;9.124;1.159;0.224
1;2;5070;1665;256;834.102;1.653;114.933;3.124;1.471;111.809;1.298;12.757;5.495;3.485;21240.647;113.28;2.198;12.705;365.444;2.065;3.758;19.117;1.498;0.468
0;0;4162;1665;209;847.206;1.201;149.916;2.447;1.246;147.469;0.838;18.531;5.983;2.803;30853.894;148.715;1.583;27.157;779.217;2.058;4.099;27.914;1.506;0.684
0;0;4017;1665;273;826.095;1.335;153.098;2.492;1.157;150.606;0.763;17.081;5.55;3.16;28439.105;151.763;2.238;16.48;799.96;2.058;3.513;28.284;1.656;0.693
1;4;3910;1665;284;811.856;1.056;199.542;3.543;2.487;195.999;1.253;17.818;6.288;3.26;29666.802;198.486;1.93;22.955;719.336;2.057;4.59;26.82;1.505;0.657
1;4;4584;1665;247;821.186;2.204;59.369;3.964;1.76;55.405;3.079;8.756;5.369;4.104;14578.99;57.165;2.778;8.049;117.067;2.054;3.27;10.82;1.236;0.265
1;4;4888;1665;275;842.724;1.552;144.279;2.847;1.294;141.432;0.907;14.872;5.628;3.323;24762.596;142.727;2.117;16.556;535.584;2.052;3.754;23.143;1.556;0.567
0;2;4174;1665;285;817.958;1.694;141.636;3.201;1.507;138.435;1.077;14.809;6.195;3.8;24657.54;139.942;2.579;17.896;482.645;2.05;3.978;21.969;1.483;0.538
0;2;4836;1665;277;835.939;2.448;55.632;4.55;2.102;51.082;3.952;8.323;6.07;4.986;13857.785;53.184;4.082;8.78;66.46;2.05;3.879;8.152;0.979;0.2
0;4;4303;1665;257;855.755;1.587;157.596;2.556;0.969;155.04;0.621;15.96;5.87;3.261;26573.869;156.009;1.986;21.596;584.353;2.047;3.994;24.173;1.515;0.592
0;4;4240;1665;268;843.142;1.801;116.365;3.402;1.602;112.963;1.398;14.29;6.095;3.841;23792.891;114.564;2.531;16.159;457.349;2.047;3.666;21.386;1.497;0.524
0;2;5860;1665;283;843.413;1.233;140.455;2.174;0.941;138.281;0.676;15.737;4.921;2.8;26202.267;139.222;1.987;13.514;699.873;2.047;3.492;26.455;1.681;0.648
0;4;4947;1665;277;792.426;1.952;116.013;3.556;1.605;112.457;1.407;12.545;5.987;3.984;20888.131;114.062;2.663;13.687;316.394;2.046;3.881;17.787;1.418;0.436
